"date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume","launch_period","positive_pct","negative_pct"
2017-11-22,7,2088,10379,1128,36,3618,18772,1823,0,0,0,0,408,406,711,27060,0.125958228684732,1513,4,0,0,0,0,0,0,0,47,2017,107.32,2558200,"Post-Launch",0.469927296761401,0.269662921348315
2017-11-23,8,405,2320,291,56,3742,22522,1563,0,0,0,0,1015,863,1519,27827,0.0871481579722959,3393,6,0,0,0,0,0,0,0,47,2017,NA,NA,"Post-Launch",0.447686413203655,0.299145299145299
2017-11-24,14,720,5329,1168,54,2934,26201,3276,7,24,51,3,202,287,531,2132,0.194926108374384,1015,0,0,0,0,0,0,0,0,47,2017,107.940002,1306300,"Post-Launch",0.523152709359606,0.199014778325123
2017-11-25,3,602,3856,315,30,1716,14709,1593,1,32,258,6,86,54,152,3337,0.14987323943662,284,0,0,0,0,0,0,0,0,47,2017,NA,NA,"Post-Launch",0.535211267605634,0.302816901408451
2017-11-26,5,838,5262,360,17,1305,7754,454,3,42,360,34,121,124,232,106424,0.131000436681223,458,0,0,0,0,0,0,0,0,48,2017,NA,NA,"Post-Launch",0.506550218340611,0.264192139737991
2017-11-27,12,2025,10199,993,55,3215,21911,2820,3,6,180,1,1868,1499,2197,106422,0.0309145792034601,5549,2,0,0,0,0,0,0,0,48,2017,106.989998,2540100,"Post-Launch",0.395927194089025,0.336637231933682
2017-11-28,11,7992,20332,1055,47,10375,29754,2843,7,141,813,22,88,68,160,467,0.134866129032258,310,5,0,0,0,0,0,0,0,48,2017,109.470001,5499400,"Post-Launch",0.516129032258065,0.283870967741935
2017-11-29,11,1539,9352,1445,66,2048,11901,2259,1,2,41,2,308,187,407,14141,0.0579463414634146,902,2,0,0,0,0,0,0,0,48,2017,105.489998,5590700,"Post-Launch",0.451219512195122,0.341463414634146
2017-11-30,7,367,3208,430,51,995,6634,787,0,0,0,0,407,230,509,27832,0.06200096069869,1145,5,0,0,0,0,0,0,0,48,2017,106.349998,5395200,"Post-Launch",0.444541484716157,0.355458515283843
2017-12-01,13,1118,6633,557,58,7309,28855,2287,6,23,61,6,387,241,668,3767,0.157973549883991,1293,1,0,0,0,0,0,0,0,48,2017,106.019997,3859400,"Post-Launch",0.516627996906419,0.299303944315545
2017-12-02,6,1109,2813,392,22,1314,4616,598,1,226,99,28,28,18,45,127,0.0975153846153846,91,0,0,0,0,0,0,0,0,48,2017,NA,NA,"Post-Launch",0.494505494505495,0.307692307692308
2017-12-03,5,992,3861,256,20,2017,10670,773,2,6,62,3,23,17,71,441,0.342543564356436,101,0,0,0,0,0,0,0,0,49,2017,NA,NA,"Post-Launch",0.702970297029703,0.227722772277228
2017-12-04,14,2293,11390,1165,23,3012,16575,1501,0,0,0,0,152,71,311,8452,0.209379734848485,528,7,0,0,0,0,0,0,0,49,2017,100.830002,6573200,"Post-Launch",0.589015151515151,0.287878787878788
2017-12-05,10,1554,6873,701,25,3618,10268,2029,6,13,51,1,152,76,230,1759,0.123740707964602,452,3,0,0,0,0,0,0,1,49,2017,103.379997,4582300,"Post-Launch",0.508849557522124,0.336283185840708
2017-12-06,13,2716,12060,1501,33,4308,21938,2691,1,0,1,0,10,10,16,149,0.089875,36,2,0,0,0,0,0,0,0,49,2017,103.18,4668400,"Post-Launch",0.444444444444444,0.277777777777778
2017-12-07,13,5526,21203,1427,28,9370,38802,1892,1,0,9,1,197,264,301,2679,0.14646265060241,747,2,0,0,0,0,0,0,0,49,2017,104.370003,3590500,"Post-Launch",0.402945113788487,0.263721552878179
2017-12-08,20,5284,25052,2511,56,6602,33444,3376,0,0,0,0,1102,1505,3252,49459,0.259041491722137,5859,7,0,0,0,0,0,0,0,49,2017,105.269997,3535400,"Post-Launch",0.555043522785458,0.188086704215736
2017-12-09,10,1798,4094,1224,28,2640,11168,1592,0,0,0,0,71,79,250,861,0.287378920308483,389,0,0,0,0,0,0,0,0,49,2017,NA,NA,"Post-Launch",0.6426735218509,0.182519280205656
2017-12-10,5,634,1926,273,27,4522,3803,1057,6,620,3842,91,29,22,75,191,0.232515315315315,111,0,0,0,0,0,0,0,0,50,2017,NA,NA,"Post-Launch",0.675675675675676,0.261261261261261
2017-12-11,12,6038,9094,606,28,7424,16556,3091,0,0,0,0,18,22,58,6970,0.243504819277108,83,1,0,0,0,0,0,0,0,50,2017,107.919998,3998200,"Post-Launch",0.698795180722892,0.216867469879518
2017-12-12,10,2621,11022,593,35,3414,15020,1806,0,0,0,0,122,150,357,13234,0.246592356687898,628,5,0,0,0,0,0,0,0,50,2017,107.660004,3880700,"Post-Launch",0.568471337579618,0.194267515923567
2017-12-13,10,2890,16044,1371,31,3991,23647,2969,1,122,701,23,212,159,367,5860,0.132559023066486,737,5,0,1,0,0,0,0,0,50,2017,105.540001,3790100,"Post-Launch",0.497964721845319,0.287652645861601
2017-12-14,9,925,4553,342,35,3839,9351,766,1,3,4,0,42,28,43,408,0.0147787610619469,113,4,0,0,0,0,0,0,0,50,2017,106.419998,2751200,"Post-Launch",0.380530973451327,0.371681415929204
2017-12-15,16,4633,20266,966,50,8109,38602,2983,3,2,2,0,18,8,34,179,0.195971666666667,60,0,0,0,0,0,0,0,0,50,2017,109.279999,6107300,"Post-Launch",0.566666666666667,0.3
2017-12-16,9,507,3711,406,23,4361,11930,973,0,0,0,0,9,4,8,23,-0.0740904761904762,21,0,0,0,0,0,0,0,0,50,2017,NA,NA,"Post-Launch",0.380952380952381,0.428571428571429
2017-12-17,6,1355,6598,425,16,1942,11982,1016,7,174,603,20,75,63,111,2418,0.0781124497991968,249,0,0,0,0,0,0,0,0,51,2017,NA,NA,"Post-Launch",0.44578313253012,0.301204819277108
2017-12-18,10,1402,7912,491,48,4881,19231,2183,0,0,0,0,22,8,28,200,0.041,58,2,0,0,0,0,0,0,0,51,2017,107.339996,4375300,"Post-Launch",0.482758620689655,0.379310344827586
2017-12-19,8,675,2446,185,53,3113,12042,2818,5,81,693,27,3,2,16,29,0.372695238095238,21,2,0,0,0,0,0,0,0,51,2017,107,2077200,"Post-Launch",0.761904761904762,0.142857142857143
2017-12-20,11,2543,11704,989,58,7912,18348,1756,1,7,53,1,22,13,56,500,0.319089010989011,91,1,0,0,0,0,0,0,0,51,2017,108.449997,2650400,"Post-Launch",0.615384615384615,0.241758241758242
2017-12-21,11,941,3040,416,43,6122,16434,1329,2,22,128,5,18,7,51,112,0.294310869565217,46,5,0,0,0,0,0,0,0,51,2017,107.970001,2804400,"Post-Launch",1.10869565217391,0.391304347826087
2017-12-22,9,791,3394,287,125,10466,9804,862,9,276,2060,65,14,16,24,75,0.080945652173913,46,1,0,0,0,0,0,0,0,51,2017,106.019997,2424600,"Post-Launch",0.521739130434783,0.304347826086957
2017-12-23,8,8126,7718,475,26,11692,15796,823,1,0,5,0,2,13,57,245,0.449072727272727,66,0,0,0,0,0,0,0,0,51,2017,NA,NA,"Post-Launch",0.863636363636364,0.0303030303030303
2017-12-24,6,7568,6272,674,12,10468,7900,798,2,116,636,16,14,9,21,-3,0.157120454545455,44,0,0,0,0,0,0,0,0,52,2017,NA,NA,"Post-Launch",0.477272727272727,0.318181818181818
2017-12-25,6,3742,4310,398,19,10947,11432,755,0,0,0,0,12,10,14,75,0.0698944444444444,36,0,0,0,0,0,0,0,0,52,2017,NA,NA,"Post-Launch",0.388888888888889,0.333333333333333
2017-12-26,10,7676,8045,718,20,10309,13052,2800,0,0,0,0,16,14,33,228,0.213461904761905,63,1,0,0,0,0,0,0,0,52,2017,105.059998,1689900,"Post-Launch",0.523809523809524,0.253968253968254
2017-12-27,9,1891,12055,1141,28,2500,19153,1931,1,0,5,0,9,13,44,110,0.343148484848485,66,0,0,0,0,0,0,0,0,52,2017,105.230003,2527500,"Post-Launch",0.666666666666667,0.136363636363636
2017-12-28,12,579,4587,639,26,1186,9908,1521,0,0,0,0,149,100,460,8217,0.350495063469676,709,3,0,0,0,0,0,0,0,52,2017,105.309998,1438900,"Post-Launch",0.648801128349788,0.21015514809591
2017-12-29,8,441,3899,334,17,717,6775,933,0,0,0,0,127,73,304,5470,0.244058051689861,503,0,0,0,0,0,0,0,0,52,2017,105.059998,2113600,"Post-Launch",0.604373757455268,0.252485089463221
