"date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume","launch_period","positive_pct","negative_pct"
2018-05-23,23,17921,53883,4309,92,23294,82423,5980,0,0,0,0,58,50,111,371,0.184206392694064,219,12,0,1,0,0,0,0,0,21,2018,133.5,2002000,"Pre-Launch",0.506849315068493,0.264840182648402
2018-05-24,13,3244,19504,1380,69,4424,27223,1809,1,0,0,0,698,415,830,25801,0.0509696860524961,1943,7,0,2,0,0,0,0,0,21,2018,131.479996,3319300,"Pre-Launch",0.42717447246526,0.35923829130211
2018-05-25,12,2019,8621,906,102,6154,35683,2665,0,0,0,0,98,85,132,443,0.0577587301587302,315,4,0,1,0,0,0,0,0,21,2018,131.850006,1459300,"Pre-Launch",0.419047619047619,0.311111111111111
2018-05-26,9,2610,19791,935,89,9738,60693,2824,0,0,0,0,458,230,388,10155,-0.0511843866171004,1076,0,0,0,0,0,0,0,0,21,2018,NA,NA,"Pre-Launch",0.360594795539033,0.425650557620818
2018-05-27,4,462,2375,225,77,1100,9087,654,0,0,0,0,118,60,109,511,-0.0273881533101045,287,0,0,0,0,0,0,0,0,21,2018,NA,NA,"Pre-Launch",0.37979094076655,0.411149825783972
2018-05-28,11,1019,9039,742,117,7495,47309,3502,0,0,0,0,1410,620,1233,48726,-0.0420099601593625,3263,0,0,0,0,0,0,0,0,22,2018,NA,NA,"Pre-Launch",0.377873122893043,0.432117683113699
2018-05-29,9,2904,13273,2632,113,5422,38127,7500,0,0,0,0,535,259,527,7743,-0.0119687358062074,1321,3,0,0,0,0,0,0,0,22,2018,131.25,1750100,"Pre-Launch",0.39894019682059,0.404996214988645
2018-05-30,14,1158,11334,2504,146,1912,19121,3987,1,0,2,0,173,106,225,921,0.0570816367265469,501,3,0,0,0,0,0,0,0,22,2018,131.369995,1395000,"Pre-Launch",0.449101796407186,0.345309381237525
2018-05-31,8,1545,9448,833,72,2111,15066,1202,0,0,0,0,36,18,63,140,0.150163636363636,99,2,0,0,0,0,0,0,0,22,2018,130.910004,2516500,"Pre-Launch",0.636363636363636,0.363636363636364
2018-06-01,11,1939,15373,973,79,4078,30026,1768,0,0,0,0,60,28,79,1249,0.0893149068322981,161,9,0,0,0,0,0,0,0,22,2018,135.690002,2909600,"Pre-Launch",0.490683229813665,0.372670807453416
2018-06-02,3,183,2172,130,18,1043,11507,760,0,0,0,0,8,8,15,46,0.134583333333333,30,0,0,0,0,0,0,0,0,22,2018,NA,NA,"Pre-Launch",0.5,0.266666666666667
2018-06-03,5,1231,9479,552,23,4183,24788,1526,0,0,0,0,16,15,31,54,0.141648387096774,62,0,0,0,0,0,0,0,0,22,2018,NA,NA,"Pre-Launch",0.5,0.258064516129032
2018-06-04,2,1178,4947,124,76,2009,10537,496,0,0,0,0,16,12,29,191,0.152561403508772,57,0,0,0,0,0,0,0,0,23,2018,134.660004,2470000,"Pre-Launch",0.508771929824561,0.280701754385965
2018-06-05,1,449,4324,385,46,689,6992,592,0,0,0,0,5,2,15,31,0.315668181818182,22,2,0,0,0,0,0,0,0,23,2018,136.960007,2645200,"Pre-Launch",0.681818181818182,0.227272727272727
2018-06-06,6,3089,20604,2038,36,3521,25207,2432,0,0,0,0,12,12,26,208,0.117554,50,2,0,0,0,0,0,0,0,23,2018,136.940002,2915000,"Pre-Launch",0.52,0.24
2018-06-07,3,6228,22082,1189,48,7000,29251,1697,0,0,0,0,31,24,53,272,0.127012037037037,108,1,0,0,0,0,1,0,0,23,2018,136.910004,2481600,"Pre-Launch",0.490740740740741,0.287037037037037
2018-06-08,5,1497,5049,391,53,2443,11680,816,0,0,0,0,29,28,54,546,0.150605405405405,111,3,0,0,0,0,0,0,0,23,2018,137.869995,3494500,"Pre-Launch",0.486486486486487,0.261261261261261
2018-06-09,22,35347,106988,5594,182,49960,169173,9034,0,0,0,0,47,63,135,1507,0.245860169491525,236,9,0,6,5,1,0,0,0,23,2018,NA,NA,"Pre-Launch",0.572033898305085,0.199152542372881
2018-06-10,21,4071,19237,944,154,7526,39727,1991,3,4,13,1,7538,5074,10505,521107,0.0779985315333883,19408,5,0,0,0,0,0,0,0,23,2018,NA,NA,"Pre-Launch",0.541271640560594,0.388396537510305
2018-06-11,11,838,4928,336,97,1532,11158,666,0,0,0,0,796,714,1366,18763,0.118741619156214,2631,15,0,0,0,0,0,0,0,24,2018,139.160004,5073200,"Pre-Launch",0.519194222729,0.302546560243253
2018-06-12,7,2131,10441,410,64,3960,23277,974,1,1,0,0,148,94,212,577,0.135129397590361,415,4,0,0,0,0,0,1,1,24,2018,139.779999,2902100,"Pre-Launch",0.510843373493976,0.356626506024096
2018-06-13,6,1233,6568,279,57,2150,14717,667,0,0,0,0,57,71,157,427,0.200831726907631,249,5,0,0,0,0,0,1,0,24,2018,143.279999,6432900,"Pre-Launch",0.630522088353414,0.228915662650602
2018-06-14,7,1359,7003,428,63,3761,29565,1840,0,0,0,0,64,65,92,421,0.0648873096446701,197,5,0,0,0,0,0,1,0,24,2018,144.389999,4558800,"Pre-Launch",0.467005076142132,0.3248730964467
2018-06-15,8,813,5149,193,60,10737,54710,1761,0,0,0,0,26,34,48,181,0.135168421052632,95,4,0,0,0,0,1,0,0,24,2018,146.649994,3943800,"Pre-Launch",0.505263157894737,0.273684210526316
2018-06-16,3,532,5828,151,19,3550,24564,818,0,0,0,0,40,11,49,286,0.0548263157894737,95,3,0,0,0,0,0,0,0,24,2018,NA,NA,"Pre-Launch",0.515789473684211,0.421052631578947
2018-06-17,7,1941,14033,696,27,6031,42332,2276,1,0,2,0,60,65,123,213,0.120504651162791,215,0,0,0,0,0,0,0,0,24,2018,NA,NA,"Pre-Launch",0.572093023255814,0.27906976744186
2018-06-18,9,1335,9443,1747,34,3655,30826,2693,0,0,0,0,70,61,102,1939,0.0654687224669604,227,7,0,0,0,0,0,0,0,25,2018,144.860001,2890200,"Pre-Launch",0.449339207048458,0.308370044052863
2018-06-19,9,1320,11035,779,95,3895,31738,1829,0,0,0,0,44,45,106,566,0.202904615384615,195,1,0,0,0,0,0,0,0,25,2018,143.089996,4117800,"Pre-Launch",0.543589743589744,0.225641025641026
2018-06-20,5,366,2573,220,62,3668,32595,2248,0,0,0,0,39,57,92,1062,0.186953513513514,185,1,0,1,0,0,0,0,0,25,2018,143.539993,1935800,"Pre-Launch",0.497297297297297,0.210810810810811
2018-06-21,9,2732,10843,1214,59,12185,39536,2857,0,0,0,0,79,64,136,629,0.12659304029304,273,0,0,0,1,0,0,0,0,25,2018,143.149994,1536000,"Pre-Launch",0.498168498168498,0.289377289377289
2018-06-22,12,3364,10716,6696,56,5692,32930,8148,0,0,0,0,21,22,83,262,0.325833333333333,123,14,0,1,0,0,0,0,0,25,2018,141.259995,3053000,"Pre-Launch",0.67479674796748,0.170731707317073
2018-06-23,5,739,5124,805,37,4027,32099,1735,0,0,0,0,9,16,27,56,0.2218,51,0,0,0,0,0,0,0,0,25,2018,NA,NA,"Pre-Launch",0.529411764705882,0.176470588235294
2018-06-24,2,117,523,451,18,1953,16054,1221,6,0,0,0,6,4,16,32,0.19434375,16,1,0,0,0,0,0,0,0,25,2018,NA,NA,"Pre-Launch",1,0.375
2018-06-25,5,353,2206,289,23,1355,10892,892,0,0,0,0,5,8,17,40,0.241723333333333,30,5,0,0,0,0,0,0,0,26,2018,140.520004,2574200,"Pre-Launch",0.566666666666667,0.166666666666667
2018-06-26,7,1581,5532,282,52,5317,30255,1601,0,0,0,0,7,15,30,65,0.358490196078431,51,1,0,1,0,0,0,0,0,26,2018,140.369995,2691200,"Pre-Launch",0.588235294117647,0.137254901960784
2018-06-27,7,1454,6200,450,47,2947,18379,1429,2,0,0,0,4,9,33,91,0.362223913043478,46,2,0,0,0,0,0,0,0,26,2018,137.75,2541800,"Pre-Launch",0.717391304347826,0.0869565217391304
2018-06-28,10,628,3421,330,47,2296,13033,836,9,12,143,5,57,64,111,1033,0.178232599118943,227,4,0,0,0,0,0,0,0,26,2018,140.630005,2708200,"Pre-Launch",0.488986784140969,0.251101321585903
2018-06-29,12,687,3923,503,90,6285,32375,2514,6,75,1418,46,179,126,286,2697,0.0942402097902098,572,3,0,0,0,0,0,0,0,26,2018,141.020004,2371200,"Pre-Launch",0.5,0.312937062937063
2018-06-30,2,138,725,38,60,5911,41840,1272,0,0,0,0,80,53,139,2197,0.155566911764706,272,0,0,0,0,0,0,0,0,26,2018,NA,NA,"Pre-Launch",0.511029411764706,0.294117647058824
2018-07-01,3,228,1289,96,41,3128,23816,879,0,0,0,0,18,20,34,111,0.159186111111111,72,0,0,0,0,0,0,0,0,26,2018,NA,NA,"Pre-Launch",0.472222222222222,0.25
2018-07-02,11,1322,8798,652,71,5480,40789,1811,13,100,1915,27,7,8,24,43,0.2116,39,2,0,0,0,0,0,0,0,27,2018,143.479996,1872100,"Pre-Launch",0.615384615384615,0.17948717948718
2018-07-03,13,1110,5020,375,70,4469,30238,1525,0,0,0,0,31,35,71,691,0.217062773722628,137,3,0,1,0,0,0,0,0,27,2018,141.229996,1168800,"Pre-Launch",0.518248175182482,0.226277372262774
2018-07-04,16,1070,7242,809,38,2258,15202,1151,0,0,0,0,72,58,165,1321,0.212043416370107,281,0,0,0,0,0,0,0,0,27,2018,NA,NA,"Pre-Launch",0.587188612099644,0.256227758007117
2018-07-05,4,393,3365,443,34,1113,9310,746,0,0,0,0,17,13,49,135,0.274810126582278,79,1,0,2,0,0,0,0,0,27,2018,143.229996,1266600,"Pre-Launch",0.620253164556962,0.215189873417722
2018-07-06,3,218,1022,158,31,3090,25076,1198,1,0,3,1,56,52,85,2029,0.114564248704663,193,3,0,0,0,0,0,0,0,27,2018,145.100006,1628500,"Pre-Launch",0.440414507772021,0.290155440414508
2018-07-07,4,695,2578,193,26,2959,23134,993,0,0,0,0,36,38,103,596,0.252048571428571,175,0,0,0,0,0,0,0,0,27,2018,NA,NA,"Pre-Launch",0.588571428571429,0.205714285714286
2018-07-08,2,58,269,25,9,361,1445,71,1,28,134,2,47,51,83,304,0.110364640883978,181,0,0,0,0,0,0,0,0,27,2018,NA,NA,"Pre-Launch",0.458563535911602,0.259668508287293
2018-07-09,5,271,1305,144,20,407,2363,196,0,0,0,0,6,10,21,50,0.271267567567568,37,9,0,1,0,0,0,0,0,28,2018,144.639999,2041900,"Pre-Launch",0.567567567567568,0.162162162162162
2018-07-10,12,1163,5619,371,61,4063,25824,1489,0,0,0,0,32,42,104,740,0.253549438202247,178,6,0,0,1,0,0,0,0,28,2018,144.190002,1716000,"Pre-Launch",0.584269662921348,0.179775280898876
2018-07-11,5,203,1096,174,53,3232,23282,1686,0,0,0,0,27,27,62,333,0.191140594059406,101,5,0,0,0,0,0,0,0,28,2018,145.720001,2057200,"Pre-Launch",0.613861386138614,0.267326732673267
2018-07-12,3,97,437,50,44,726,5532,532,0,0,0,0,5,9,30,63,0.4139125,40,4,0,0,0,0,0,0,0,28,2018,148.610001,1903400,"Pre-Launch",0.75,0.125
2018-07-13,14,874,4310,325,34,1531,9932,629,0,0,0,0,4,11,18,39,0.263972727272727,33,3,0,0,0,0,0,0,0,28,2018,148.729996,2108600,"Pre-Launch",0.545454545454545,0.121212121212121
2018-07-14,4,709,4552,130,14,1317,8904,240,0,0,0,0,3,10,27,43,0.290542105263158,38,0,0,0,0,0,0,0,0,28,2018,NA,NA,"Pre-Launch",0.710526315789474,0.0789473684210526
2018-07-15,2,674,6095,191,21,8616,47614,1784,0,0,0,0,22,41,68,917,0.239802290076336,131,0,0,0,0,0,0,0,0,28,2018,NA,NA,"Pre-Launch",0.519083969465649,0.16793893129771
2018-07-16,12,4428,18998,423,47,5090,23454,1285,0,0,0,0,11,11,12,86,0.0224647058823529,34,0,0,0,0,0,0,0,0,29,2018,146.679993,1917700,"Pre-Launch",0.352941176470588,0.323529411764706
2018-07-17,4,1787,13435,456,27,2298,17916,626,0,0,0,0,29,48,72,1154,0.192579865771812,149,4,0,0,0,0,0,0,0,29,2018,148.740005,2478100,"Pre-Launch",0.483221476510067,0.194630872483221
2018-07-18,6,3448,12685,756,55,5145,24632,1531,0,0,0,0,4,20,31,73,0.302607272727273,55,2,0,1,0,0,0,0,0,29,2018,148.929993,2486800,"Pre-Launch",0.563636363636364,0.0727272727272727
2018-07-19,5,791,3512,384,39,890,4772,511,0,0,0,0,31,39,47,402,0.111994545454545,110,1,0,0,0,0,0,0,0,29,2018,147.960007,1645500,"Pre-Launch",0.427272727272727,0.281818181818182
2018-07-20,10,2125,11053,722,48,2749,18485,1012,0,0,0,0,66,62,165,557,0.215705460750853,293,5,0,1,1,0,0,0,0,29,2018,147.479996,2153700,"Pre-Launch",0.563139931740614,0.225255972696246
2018-07-21,2,234,951,43,6,786,8072,535,0,0,0,0,6,5,15,34,0.230634615384615,26,0,0,0,0,0,0,0,0,29,2018,NA,NA,"Pre-Launch",0.576923076923077,0.230769230769231
2018-07-22,1,123,402,26,3,199,1292,56,0,0,0,0,27,20,266,372,0.608719808306709,313,0,0,0,0,0,0,0,0,29,2018,NA,NA,"Pre-Launch",0.849840255591054,0.0862619808306709
2018-07-23,3,190,846,61,14,1466,6801,310,0,0,0,0,20,31,113,659,0.389781707317073,164,4,0,0,0,0,0,0,0,30,2018,146.559998,2226900,"Pre-Launch",0.689024390243902,0.121951219512195
2018-07-24,9,2011,9241,379,34,2835,18406,1040,1,1,2,0,28,27,65,364,0.178185833333333,120,3,0,0,0,0,0,0,0,30,2018,144.320007,3880200,"Pre-Launch",0.541666666666667,0.233333333333333
2018-07-25,4,2556,10153,873,23,3213,16593,1305,0,0,0,0,12,14,42,156,0.228258823529412,68,5,0,0,0,0,0,0,0,30,2018,146.5,2944900,"Pre-Launch",0.61764705882353,0.176470588235294
2018-07-26,7,599,2383,290,20,1194,10282,1089,1,149,970,31,5,3,4,24,-0.0663916666666667,12,23,1,1,1,0,0,0,0,30,2018,141.899994,6273500,"Pre-Launch",0.333333333333333,0.416666666666667
2018-07-27,14,2018,9332,671,49,3079,20102,1241,1,378,1284,52,108,133,216,2640,0.166922538293217,457,19,0,0,0,0,0,0,0,30,2018,133.809998,11612100,"Pre-Launch",0.472647702407002,0.236323851203501
2018-07-28,3,292,1257,121,17,585,5266,411,0,0,0,0,185,118,226,5014,0.0595826086956522,529,1,0,0,0,0,0,0,0,30,2018,NA,NA,"Pre-Launch",0.427221172022684,0.349716446124764
2018-07-29,3,110,701,292,8,274,2771,511,0,0,0,0,47,37,68,275,0.068352,150,0,0,0,0,0,0,0,0,30,2018,NA,NA,"Pre-Launch",0.453333333333333,0.313333333333333
2018-07-30,7,1000,4833,409,26,1662,9937,934,0,0,0,0,92,73,258,9915,0.296644549763033,422,6,0,1,0,0,0,0,0,31,2018,126.209999,9488300,"Pre-Launch",0.611374407582938,0.218009478672986
2018-07-31,11,1321,8040,695,54,3807,22789,1581,0,0,0,0,14,8,44,145,0.35574696969697,66,4,0,0,0,0,0,0,0,31,2018,128.75,6231300,"Pre-Launch",0.666666666666667,0.212121212121212
2018-08-01,16,29510,16538,1501,63,30283,23841,2063,0,0,0,0,20,23,34,127,0.104765789473684,76,7,0,0,0,0,0,0,0,31,2018,127.480003,4863900,"Pre-Launch",0.447368421052632,0.263157894736842
2018-08-02,12,4820,18883,961,58,6566,32097,2116,0,0,0,0,79,53,167,1119,0.247006688963211,299,1,0,0,0,0,0,0,0,31,2018,128.649994,3535300,"Pre-Launch",0.558528428093645,0.264214046822742
2018-08-03,7,2258,11797,751,44,4748,27064,1964,0,0,0,0,19,25,28,95,0.0877569444444444,72,3,0,0,0,0,0,0,0,31,2018,130.869995,5456500,"Pre-Launch",0.388888888888889,0.263888888888889
2018-08-04,18,18395,85508,3765,32,19719,94072,4325,0,0,0,0,22,13,34,331,0.151679710144928,69,1,0,0,0,0,0,0,0,31,2018,NA,NA,"Pre-Launch",0.492753623188406,0.318840579710145
2018-08-05,5,1085,9771,538,17,1908,20403,1494,0,0,0,0,51,39,88,1680,0.177406179775281,178,0,0,0,0,0,0,0,0,31,2018,NA,NA,"Pre-Launch",0.49438202247191,0.286516853932584
2018-08-06,9,2967,12828,800,44,3042,13453,882,1,0,2,0,46,46,150,968,0.285413636363636,242,3,0,1,0,0,0,0,0,32,2018,129.029999,3366600,"Pre-Launch",0.619834710743802,0.190082644628099
2018-08-07,18,19572,26032,11318,129,20480,33011,12302,2,2,1,0,26,18,87,509,0.260042342342342,111,1,0,0,0,0,0,0,0,32,2018,128.100006,3858900,"Pre-Launch",0.783783783783784,0.234234234234234
2018-08-08,6,4178,7362,3693,93,5316,19811,4898,0,0,0,0,84,40,140,1086,0.130579924242424,264,2,0,0,0,0,0,0,0,32,2018,128.410004,2740000,"Pre-Launch",0.53030303030303,0.318181818181818
2018-08-09,13,10520,17503,7242,75,13389,23431,7696,1,6,16,1,28,20,46,140,0.165052127659574,94,0,0,0,0,0,0,0,0,32,2018,127.82,4261100,"Pre-Launch",0.48936170212766,0.297872340425532
2018-08-10,9,7016,27500,1421,49,8893,36131,2063,3,65,589,24,9,36,42,136,0.179559770114943,87,9,0,1,0,1,0,0,0,32,2018,131.320007,5190400,"During Launch",0.482758620689655,0.103448275862069
2018-08-11,6,931,3748,411,14,1360,10049,866,0,0,0,0,7056,3951,6819,836590,-0.0107129137215303,17826,1,0,0,0,0,0,0,0,32,2018,NA,NA,"During Launch",0.382531134298216,0.395826321104005
2018-08-12,2,339,1430,294,9,588,3102,441,0,0,0,0,1784,1010,1921,12797,0.0113062354188759,4715,0,0,0,0,0,0,0,0,32,2018,NA,NA,"During Launch",0.407423117709438,0.378366914103924
2018-08-13,4,576,2205,334,35,1276,7833,591,2,2,31,2,84,80,136,561,0.0906547297297297,296,0,0,1,0,0,0,0,0,33,2018,131.320007,4636100,"During Launch",0.45945945945946,0.283783783783784
2018-08-14,10,2357,13957,902,28,2865,19515,1290,2,3,19,0,129,96,181,1765,0.0972410447761194,402,9,0,0,0,0,0,0,0,33,2018,131.910004,3052900,"During Launch",0.450248756218905,0.32089552238806
2018-08-15,7,232,1406,142,21,2404,10366,711,0,0,0,0,63,37,91,239,0.0912209677419355,186,3,0,0,1,0,0,0,0,33,2018,128.050003,5484700,"During Launch",0.489247311827957,0.338709677419355
2018-08-16,7,8000,23936,1342,44,9257,30837,1685,2,1,12,1,97,38,107,849,0.0420916666666667,240,1,0,0,0,0,0,0,0,33,2018,129.710007,4673400,"During Launch",0.445833333333333,0.404166666666667
2018-08-17,6,3611,15484,1034,28,5667,20914,1275,0,0,0,0,46,50,98,417,0.17470206185567,194,5,0,0,1,0,0,0,0,33,2018,128.009995,3805600,"During Launch",0.505154639175258,0.237113402061856
2018-08-18,6,888,5683,236,20,1635,11052,453,0,0,0,0,21,16,30,96,0.115868656716418,67,0,0,0,0,0,0,0,0,33,2018,NA,NA,"During Launch",0.447761194029851,0.313432835820896
2018-08-19,0,0,0,0,4,580,4481,387,1,1,1,0,37,41,68,989,0.0878390410958904,146,0,0,0,0,0,0,0,0,33,2018,NA,NA,"During Launch",0.465753424657534,0.253424657534247
2018-08-20,16,3956,16860,1641,41,4547,20562,1880,6,19,285,9,26,19,30,143,0.01302,75,7,0,1,0,0,0,0,0,34,2018,127.709999,3625400,"During Launch",0.4,0.346666666666667
2018-08-21,14,6259,21758,1535,30,8011,29878,2241,2,0,1,0,49,56,85,2248,0.111437894736842,190,1,0,0,0,0,0,1,0,34,2018,126.760002,5814300,"During Launch",0.447368421052632,0.257894736842105
2018-08-22,16,1951,13929,983,41,4112,25565,1679,0,0,0,0,246,177,332,3231,0.0763133774834437,755,1,0,0,0,0,0,1,0,34,2018,127.620003,6609700,"During Launch",0.439735099337748,0.325827814569536
2018-08-23,15,659,3456,350,33,1022,6069,839,0,0,0,0,60,34,109,364,0.135,203,4,0,0,1,0,0,1,0,34,2018,126.110001,4468200,"During Launch",0.536945812807882,0.295566502463054
2018-08-24,24,6948,38730,1529,73,7925,46305,2089,2,0,14,2,8,11,15,141,0.141314814814815,27,2,0,0,0,0,0,1,0,34,2018,128.970001,3483300,"During Launch",0.555555555555556,0.296296296296296
2018-08-25,16,1963,9302,641,28,3705,19910,914,2,1,42,12,117,98,154,1306,0.0542373983739837,369,0,0,0,0,0,0,1,0,34,2018,NA,NA,"During Launch",0.417344173441734,0.317073170731707
2018-08-26,11,470,2499,487,17,8450,41300,1408,1,2,7,0,17,31,75,355,0.319510569105691,123,2,0,0,0,0,0,0,0,34,2018,NA,NA,"During Launch",0.609756097560976,0.138211382113821
2018-08-27,0,0,0,0,1,14,108,34,0,0,0,0,21,2,18,79,-0.0902853658536585,41,1,0,0,0,0,0,0,0,35,2018,128.970001,2404600,"During Launch",0.439024390243902,0.51219512195122
2018-08-28,7,654,4424,738,24,1958,10208,1070,0,0,0,0,42,37,60,432,0.123284782608696,138,10,0,0,0,0,0,0,0,35,2018,127.790001,2418700,"During Launch",0.434782608695652,0.304347826086957
2018-08-29,6,562,4170,359,23,2509,14814,998,1,0,0,0,9,16,45,96,0.336514285714286,70,1,0,0,0,0,0,0,0,35,2018,128.520004,3138100,"During Launch",0.642857142857143,0.128571428571429
2018-08-30,20,6261,25546,1944,33,6303,25878,1962,0,0,0,0,43,77,68,860,0.0784143617021277,188,28,0,1,0,0,0,0,0,35,2018,115.940002,19585500,"During Launch",0.361702127659574,0.228723404255319
2018-08-31,12,3043,16086,1067,38,4381,25599,1596,0,0,0,0,69,38,62,331,0.0182692307692308,169,38,0,0,0,0,0,0,0,35,2018,113.410004,9652900,"During Launch",0.366863905325444,0.408284023668639
2018-09-01,9,678,3414,226,29,1159,6158,374,1,1,1,0,16,15,32,132,0.119193617021277,47,1,0,0,0,0,0,0,0,35,2018,NA,NA,"During Launch",0.680851063829787,0.340425531914894
2018-09-02,5,365,1879,401,19,1036,5663,613,0,0,0,0,14,12,31,101,0.178549122807018,57,0,0,0,0,0,0,0,0,35,2018,NA,NA,"During Launch",0.543859649122807,0.245614035087719
2018-09-03,10,6039,11131,9067,48,7223,16958,10430,1,1,6,1,27,27,49,146,0.164985148514851,101,0,0,0,0,0,0,0,0,36,2018,NA,NA,"During Launch",0.485148514851485,0.267326732673267
2018-09-04,16,7300,22163,5223,67,7976,26585,5990,0,0,0,0,54,57,69,377,0.0655188888888889,180,2,0,0,1,0,0,0,0,36,2018,113.519997,5245500,"During Launch",0.383333333333333,0.3
2018-09-05,37,30752,192959,10544,87,31303,195820,10852,0,0,0,0,87,110,144,2301,0.090233431085044,341,3,0,0,0,0,0,0,0,36,2018,111.550003,4311100,"During Launch",0.422287390029326,0.255131964809384
2018-09-06,27,9344,57572,4333,71,11124,66307,5154,0,0,0,0,255,149,384,4038,0.0938951776649746,788,4,0,0,0,0,0,0,0,36,2018,113.199997,6382600,"During Launch",0.487309644670051,0.323604060913706
2018-09-07,32,4933,22836,4571,189,6439,36713,5498,9,41,194,11,196,145,300,2100,0.102517940717629,641,1,0,1,0,1,0,0,0,36,2018,114.910004,5742500,"During Launch",0.46801872074883,0.305772230889236
2018-09-08,17,4184,13610,3873,25,4623,20485,4136,8,17,184,9,156,140,171,1510,0.026141113490364,467,1,0,0,0,0,0,0,0,36,2018,NA,NA,"During Launch",0.366167023554604,0.334047109207709
2018-09-09,10,1574,8658,649,17,1718,10792,747,3,22,589,20,57,50,69,419,0.0774181818181818,176,0,0,0,0,0,0,0,0,36,2018,NA,NA,"During Launch",0.392045454545455,0.323863636363636
2018-09-10,17,1946,16340,1856,152,2296,19703,2312,1,10,237,15,30,37,71,180,0.151487313432836,134,1,0,0,0,0,0,0,0,37,2018,113.209999,4424900,"During Launch",0.529850746268657,0.223880597014925
2018-09-11,12,11256,29171,2042,47,11704,32821,2358,0,0,0,0,2447,1693,3336,126880,0.0769238018741633,7470,6,0,0,0,0,0,0,0,37,2018,112.290001,4217300,"During Launch",0.446586345381526,0.327576974564926
2018-09-12,19,5393,17309,1926,78,6657,27022,2813,0,0,0,0,374,186,461,1889,0.0546988246816846,1021,0,0,0,0,0,0,0,0,37,2018,113,3068300,"During Launch",0.451518119490695,0.366307541625857
2018-09-13,13,4761,23816,1337,55,6012,32981,2156,0,0,0,0,196,117,288,1025,0.122668552412646,601,2,0,0,1,0,0,0,0,37,2018,113.839996,2506600,"During Launch",0.479201331114809,0.3261231281198
