"","date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume"
"143",2017-05-23,1,128,365,54,29,2139,8407,675,0,0,0,0,7,4,7,62,-0.00703888888888889,18,0,0,0,0,0,0,0,0,21,2017,109.010002,3032700
"144",2017-05-24,1,319,1280,30,24,4469,20979,1125,1,15,202,7,2,1,4,10,0.2149,7,3,0,0,0,0,0,0,0,21,2017,112.309998,4492500
"145",2017-05-25,2,181,636,38,20,1797,8613,1228,0,0,0,0,23,17,23,260,0.0165285714285714,63,6,0,1,0,0,0,0,0,21,2017,113.830002,3419800
"146",2017-05-26,4,1284,3866,232,37,5697,22583,2041,0,0,0,0,78,62,103,1318,0.0967530864197531,243,4,0,0,0,0,0,0,0,21,2017,112.129997,2212500
"147",2017-05-27,3,466,1702,46,22,1126,6453,375,0,0,0,0,72,72,142,624,0.169645804195804,286,0,0,0,0,0,0,0,0,21,2017,NA,NA
"148",2017-05-28,0,0,0,0,19,649,4457,437,0,0,0,0,43,51,120,1234,0.202657009345794,214,0,0,0,0,0,0,0,0,22,2017,NA,NA
"149",2017-05-29,2,119,594,19,36,897,7252,606,0,0,0,0,2,1,11,21,0.425221428571429,14,0,0,0,0,0,0,0,0,22,2017,NA,NA
"150",2017-05-30,1,58,296,11,35,2087,9052,817,0,0,0,0,18,28,38,195,0.161708333333333,84,5,0,0,0,0,0,0,0,22,2017,112.849998,2360100
"151",2017-05-31,2,108,343,46,47,5860,20752,2411,0,0,0,0,2,5,9,15,0.18655625,16,2,0,0,0,0,0,0,0,22,2017,113.330002,3430000
"152",2017-06-01,2,11,98,7,28,3915,13809,1705,0,0,0,0,8,5,6,19,0.0175736842105263,19,6,0,0,0,0,0,0,0,22,2017,113.870003,2232700
"153",2017-06-02,3,7085,13102,1157,62,16173,38839,3911,0,0,0,0,83,82,116,2252,0.0889042857142857,280,1,0,1,1,0,0,0,0,22,2017,114.519997,1872600
"154",2017-06-03,1,224,814,45,111,10589,29707,2169,0,0,0,0,37,42,68,267,0.126543150684932,146,3,0,0,0,0,0,0,0,22,2017,NA,NA
"155",2017-06-04,3,5015,14005,748,30,5502,17874,1544,0,0,0,0,13,19,24,151,0.117707142857143,56,0,0,0,0,0,0,0,0,23,2017,NA,NA
"156",2017-06-05,9,25085,50062,2547,55,26039,56029,3183,0,0,0,0,65,66,111,2273,0.124712396694215,242,1,0,1,1,0,0,0,0,23,2017,114.690002,1879800
"157",2017-06-06,4,2493,7560,972,40,4960,17687,1565,4,106,1838,41,121,175,281,2043,0.173319237435009,577,3,0,0,0,0,0,0,0,23,2017,113.690002,2508400
"158",2017-06-07,9,3007,9263,649,54,4879,18469,1644,7,98,1266,31,101,133,150,3087,0.08953359375,384,3,0,0,0,0,1,0,0,23,2017,115.370003,2480100
"159",2017-06-08,5,953,4056,188,31,7809,30822,1959,2,528,4267,203,153,109,181,3999,0.0307810383747178,443,5,0,1,0,0,0,0,0,23,2017,114.290001,3293900
"160",2017-06-09,9,3839,11345,668,50,9925,37774,2452,4,995,7393,259,78,79,136,2454,0.128835494880546,293,1,0,0,0,0,0,0,0,23,2017,110.459999,5738200
"161",2017-06-10,43,43754,101084,3781,165,53500,133723,5437,42,2262,24472,626,143,85,195,1950,0.079977304964539,423,3,0,2,3,0,0,0,0,23,2017,NA,NA
"162",2017-06-11,13,13031,16969,701,78,16633,31775,2210,7,457,3455,130,2775,2635,4908,104629,0.138672925288608,9182,0,0,1,0,0,0,0,0,24,2017,NA,NA
"163",2017-06-12,14,15064,43132,2325,71,18128,57766,3504,2,40,538,8,338,328,538,10174,0.113173182957393,1197,9,0,0,0,0,0,0,0,24,2017,108.900002,5836900
"164",2017-06-13,13,1290,7855,572,54,2210,13035,1067,5,91,1605,29,139,146,234,1446,0.117806756756757,518,4,0,0,0,0,0,1,0,24,2017,109.980003,2740000
"165",2017-06-14,6,901,4338,199,50,3534,15021,952,4,121,1287,29,40,46,81,392,0.160176129032258,155,5,0,0,0,0,0,1,0,24,2017,110.019997,2171800
"166",2017-06-15,5,944,4854,205,46,4904,21226,1191,3,481,3004,65,39,36,103,382,0.248097647058824,170,6,0,0,0,0,0,1,0,24,2017,110.529999,3705600
"167",2017-06-16,7,977,4320,483,51,3149,17286,1283,0,0,0,0,22,13,36,93,0.125501408450704,71,2,0,0,0,0,0,1,0,24,2017,110.510002,9608200
"168",2017-06-17,4,536,3085,435,17,1294,7935,685,3,26,518,5,3,6,10,186,0.206905263157895,19,0,0,0,0,0,0,0,0,24,2017,NA,NA
"169",2017-06-18,3,344,1892,50,30,893,6251,416,0,0,0,0,6,8,28,187,0.393621428571429,42,0,0,0,0,0,0,0,0,25,2017,NA,NA
"170",2017-06-19,4,489,2182,110,30,1616,7151,360,2,23,670,16,3,4,5,23,0.116425,12,3,0,0,0,0,0,0,0,25,2017,113.650002,2891300
"171",2017-06-20,5,860,3129,281,43,2582,12072,966,1,24,701,15,27,17,45,386,0.160373033707865,89,6,0,0,0,0,0,0,0,25,2017,113.470001,2710500
"172",2017-06-21,3,204,1311,82,36,2729,13359,932,0,0,0,0,272,209,509,19676,0.167996161616162,990,2,0,1,0,0,0,0,0,25,2017,113.169998,3054000
"173",2017-06-22,12,3890,9426,731,66,4589,12821,1040,2,18,369,14,355,295,800,4248,0.206558137931034,1450,2,0,0,0,0,0,0,0,25,2017,112.620003,2380400
"174",2017-06-23,1,17,89,13,33,4995,22810,1251,5,1400,12291,207,47,41,88,477,0.172379545454545,176,3,0,0,0,0,0,0,0,25,2017,110.870003,7457900
"175",2017-06-24,3,304,1541,125,39,972,6287,492,0,0,0,0,7,4,11,26,0.0942636363636364,22,0,0,0,0,0,0,0,0,25,2017,NA,NA
"176",2017-06-25,4,282,1263,134,23,632,4564,453,2,580,2440,85,6,6,8,33,0.07053,20,0,0,0,0,0,0,0,0,26,2017,NA,NA
"177",2017-06-26,4,533,2667,112,27,997,4735,387,4,169,1646,42,1,0,3,3,0.242625,4,0,0,0,0,0,0,0,0,26,2017,111.860001,2446300
"178",2017-06-27,3,180,782,42,26,786,3974,285,2,7,137,18,3,4,10,25,0.280252941176471,17,0,0,0,0,0,0,0,0,26,2017,108.32,3058000
"179",2017-06-28,4,474,2258,123,24,1143,5997,762,3,12,146,3,7,4,26,125,0.343072972972973,37,2,0,0,0,0,0,0,0,26,2017,108.809998,3668200
"180",2017-06-29,4,393,1833,130,22,1162,5238,506,1,6,101,1,4,8,10,16,0.209109090909091,22,5,0,0,0,0,0,0,0,26,2017,106.68,3820400
"181",2017-06-30,2,387,1927,90,17,3320,19076,1175,1,33,329,1,284,262,806,6274,0.264604142011834,1352,0,0,0,0,0,0,0,0,26,2017,105.720001,3216500
"182",2017-07-01,4,1777,6863,227,11,2440,9869,346,0,0,0,0,214,124,394,3966,0.157186612021858,732,0,0,0,0,0,0,0,0,26,2017,NA,NA
"183",2017-07-02,3,480,2229,135,14,636,3467,480,0,0,0,0,51,36,88,447,0.140949142857143,175,0,0,0,0,0,0,0,0,27,2017,NA,NA
"184",2017-07-03,3,663,3118,164,21,973,4561,335,0,0,0,0,24,18,53,272,0.19262,95,0,0,0,0,0,0,0,0,27,2017,105.419998,1656400
"185",2017-07-04,1,52,289,18,34,13708,13274,1050,0,0,0,0,217,112,344,5497,0.135646508172363,673,0,0,0,0,0,0,0,0,27,2017,NA,NA
"186",2017-07-05,3,847,3076,199,25,1738,8253,998,0,0,0,0,32,20,74,242,0.246513492063492,126,0,0,0,0,0,0,0,0,27,2017,106.760002,2824900
"187",2017-07-06,4,871,3178,216,34,1940,7910,572,0,0,0,0,25,25,65,323,0.271957391304348,115,1,0,1,0,0,0,0,0,27,2017,105.75,2471600
"188",2017-07-07,1,130,339,16,48,6253,35675,2596,0,0,0,0,88,51,136,1511,0.0946836363636364,275,1,0,0,0,0,0,0,0,27,2017,107.449997,2152500
"189",2017-07-08,3,187,1127,185,18,753,4070,365,0,0,0,0,117,117,243,9409,0.158107337526205,477,0,0,0,0,0,0,0,0,27,2017,NA,NA
"190",2017-07-09,12,3207,10119,444,24,3658,12374,630,0,0,0,0,239,181,311,2812,0.0626023255813953,731,0,0,0,0,0,0,0,0,28,2017,NA,NA
"191",2017-07-10,18,5546,13338,520,47,6814,18244,849,0,0,0,0,35,20,35,405,0.0568533333333333,90,0,0,0,0,0,0,0,0,28,2017,107.839996,2188400
"192",2017-07-11,8,623,2948,184,48,2908,17662,1420,0,0,0,0,82,69,134,1180,0.123268421052632,285,3,0,0,0,0,0,0,0,28,2017,108.419998,2289900
"193",2017-07-12,3,182,961,330,44,2394,14722,1697,1,23,112,15,12,11,26,67,0.219328571428571,49,4,0,0,0,0,0,0,0,28,2017,110.68,1943500
"194",2017-07-13,6,1532,5045,476,32,2049,8456,772,0,0,0,0,5,3,6,12,0.0575928571428571,14,1,0,0,0,0,0,0,0,28,2017,108.980003,1710800
"195",2017-07-14,2,133,719,52,27,3462,20591,1406,0,0,0,0,134,122,296,3402,0.171878985507246,552,0,0,0,0,0,0,0,0,28,2017,108.989998,1321300
"196",2017-07-15,2,756,2695,59,17,1257,6165,688,7,496,3588,79,38,26,97,367,0.248280124223602,161,1,0,0,0,0,0,0,0,28,2017,NA,NA
"197",2017-07-16,5,7763,6868,390,22,8282,9587,629,0,0,0,0,6,5,19,70,0.338946666666667,30,0,0,0,0,0,0,0,0,29,2017,NA,NA
"198",2017-07-17,3,137,617,25,22,1518,6917,887,1,0,0,0,52,17,37,519,-0.0667160377358491,106,1,0,0,0,0,0,0,0,29,2017,109.440002,1686400
"199",2017-07-18,1,41,194,6,17,1447,9499,703,1,18,220,25,13,10,16,119,0.111530769230769,39,5,0,0,0,0,0,0,0,29,2017,110.279999,1908700
"200",2017-07-19,2,85,429,74,26,2654,16437,1371,0,0,0,0,12,13,16,105,0.0853073170731707,41,1,0,0,0,0,0,0,0,29,2017,111.580002,2498400
"201",2017-07-20,3,199,1339,58,63,2753,18413,2107,0,0,0,0,6,2,2,16,-0.16489,10,5,0,0,0,0,0,0,0,29,2017,111.970001,2143800
"202",2017-07-21,5,7350,18243,1178,45,10991,40663,2214,0,0,0,0,2,1,9,9,0.328441666666667,12,4,0,1,1,0,0,0,0,29,2017,112.220001,2434900
"203",2017-07-22,4,669,2157,154,18,1383,6154,375,0,0,0,0,2,5,3,10,0.1009,10,0,0,0,0,0,0,0,0,29,2017,NA,NA
"204",2017-07-23,2,2232,7788,553,19,3549,15786,885,0,0,0,0,23,37,50,748,0.185251818181818,110,0,0,0,0,0,0,0,0,30,2017,NA,NA
"205",2017-07-24,3,337,1418,264,25,1324,6801,568,0,0,0,0,37,55,72,344,0.127954268292683,164,1,0,0,0,0,0,0,0,30,2017,113.75,2784600
"206",2017-07-25,7,569,2657,607,37,3560,18418,2252,0,0,0,0,0,1,7,10,0.2819875,8,1,0,0,0,0,0,0,0,30,2017,113.660004,2735500
"207",2017-07-26,14,5994,6299,508,77,9184,21707,1717,0,0,0,0,29,57,137,900,0.295143497757848,223,5,0,1,0,0,0,0,0,30,2017,118,4520400
"208",2017-07-27,8,5215,9080,786,18,5759,12188,942,0,0,0,0,43,91,202,619,0.27453125,336,26,1,1,0,0,0,0,0,30,2017,117.599998,8953500
"209",2017-07-28,10,6268,23639,1178,44,9154,42699,2551,0,0,0,0,3,6,15,41,0.348375,24,18,0,0,0,0,0,0,0,30,2017,118.25,5012300
"210",2017-07-29,3,1328,7133,356,12,2367,9067,516,0,0,0,0,126,85,221,3422,0.147606018518519,432,0,0,0,0,0,0,0,0,30,2017,NA,NA
"211",2017-07-30,3,3528,13542,655,15,4290,17967,1273,0,0,0,0,37,15,44,207,0.0315916666666667,96,0,0,0,0,0,0,0,0,31,2017,NA,NA
"212",2017-07-31,4,256,1284,225,20,4034,17066,3436,0,0,0,0,10,12,29,107,0.196335294117647,51,1,0,0,0,0,0,0,0,31,2017,116.739998,2951400
"213",2017-08-01,21,18348,56563,2686,56,34492,127455,6127,0,0,0,0,76,50,118,1515,0.123593032786885,244,1,0,0,0,0,0,0,0,31,2017,116.919998,2488200
"214",2017-08-02,9,1594,5016,585,25,7149,23778,1788,0,0,0,0,53,39,103,900,0.164557435897436,195,0,0,0,0,0,0,0,0,31,2017,116.830002,3111600
"215",2017-08-03,8,7609,13394,669,34,20925,51443,2036,1,0,1,0,56,22,64,342,0.0809232394366197,142,4,0,1,0,0,0,0,0,31,2017,118.849998,2929100
"216",2017-08-04,4,208,758,81,28,6050,29262,1638,0,0,0,0,110,112,202,2959,0.144781603773585,424,0,0,0,0,0,0,0,0,31,2017,117.220001,2341200
"217",2017-08-05,1,27,178,13,16,1178,7356,486,0,0,0,0,6,5,12,69,0.160939130434783,23,2,0,0,0,0,0,0,0,31,2017,NA,NA
"218",2017-08-06,2,175,703,84,7,434,2158,224,0,0,0,0,51,44,91,1865,0.134816666666667,186,0,0,0,0,0,0,0,0,32,2017,NA,NA
"219",2017-08-07,3,537,2282,137,15,822,4207,337,0,0,0,0,22,19,40,217,0.160716049382716,81,2,0,0,0,0,0,0,0,32,2017,116.959999,1882900
"220",2017-08-08,4,605,1855,165,27,2949,19317,1316,0,0,0,0,6,5,12,25,0.181721739130435,23,4,0,0,0,0,0,0,0,32,2017,116.5,1329900
"221",2017-08-09,3,437,1425,132,33,3659,14036,998,0,0,0,0,3,1,3,8,0.135214285714286,7,1,0,0,0,0,0,0,0,32,2017,116.110001,1709400
"222",2017-08-10,8,6522,20090,991,26,9313,35131,1751,0,0,0,0,7,12,53,214,0.405726388888889,72,4,0,1,1,0,0,0,0,32,2017,113.989998,2950200
"223",2017-08-11,5,3122,11400,414,21,5188,20451,977,0,0,0,0,41,26,97,468,0.233323899371069,159,1,0,0,0,0,0,0,0,32,2017,115.449997,1584900
"224",2017-08-12,4,378,1507,144,15,1971,9050,729,0,0,0,0,66,34,97,983,0.0993213197969543,197,0,0,0,0,0,0,0,0,32,2017,NA,NA
"225",2017-08-13,7,1506,7005,475,16,3373,15838,788,0,0,0,0,101,45,171,769,0.134692744479495,317,0,0,0,0,0,0,0,0,33,2017,NA,NA
"226",2017-08-14,7,3015,13437,432,23,5314,22070,1250,0,0,0,0,14,4,29,64,0.223536170212766,47,4,0,0,0,0,0,0,0,33,2017,117.110001,2890000
"227",2017-08-15,6,450,1616,181,34,2084,9503,1394,0,0,0,0,55,60,143,1273,0.204859689922481,258,1,0,0,0,0,0,0,0,33,2017,117.43,1048100
"228",2017-08-16,2,47,331,33,48,2810,15339,2042,1,0,0,0,20,22,43,128,0.192194117647059,85,0,0,0,0,0,0,0,0,33,2017,119.25,2098200
"229",2017-08-17,6,507,2406,209,35,1316,7901,1124,1,0,0,0,31,51,62,645,0.129783333333333,144,5,0,0,0,0,0,0,0,33,2017,116.470001,1793900
"230",2017-08-18,6,2922,11893,403,24,5145,26537,1248,1,0,0,0,24,32,83,329,0.295510791366906,139,1,0,0,0,0,0,0,0,33,2017,116.879997,1911700
"231",2017-08-19,4,4014,9587,467,37,5941,17431,3625,1,12,160,5,6,13,19,239,0.200384210526316,38,1,0,0,1,0,0,0,0,33,2017,NA,NA
"232",2017-08-20,3,2751,10011,206,33,4009,16200,1463,1,35,175,11,1393,697,1689,79167,0.0506525271235777,3779,0,0,0,0,0,0,0,0,34,2017,NA,NA
"233",2017-08-21,11,1964,7295,818,107,6538,24375,2953,1,2,2,0,362,225,572,3601,0.119304486626402,1159,8,0,5,3,0,0,0,0,34,2017,116.839996,1848500
"234",2017-08-22,16,3224,11056,835,78,5926,23670,1352,2,1,1,0,157,176,400,2522,0.204045975443383,733,4,0,0,0,0,0,1,0,34,2017,119.029999,2512900
"235",2017-08-23,11,19815,29077,1574,63,22436,43350,2608,0,0,0,0,47,47,77,255,0.160221764705882,170,4,0,0,0,0,0,1,0,34,2017,118.18,1297800
"236",2017-08-24,7,978,4260,319,41,2703,13313,858,1,304,3907,66,75,70,185,3980,0.238120303030303,330,3,0,0,0,0,0,1,0,34,2017,117.82,1342800
"237",2017-08-25,15,3169,12662,1682,37,4798,21042,2174,11,938,8071,316,98,61,111,1495,-0.00087111111111111,270,1,0,1,0,1,0,1,0,34,2017,116.93,2206100
"238",2017-08-26,7,686,3773,383,33,6078,12352,896,2,0,1,0,14,8,18,71,0.0450825,40,0,0,0,0,0,0,1,0,34,2017,NA,NA
"239",2017-08-27,4,319,1705,258,26,1720,8766,633,0,0,0,0,3,3,4,9,0.10181,10,0,0,0,0,0,0,0,0,35,2017,NA,NA
"240",2017-08-28,7,3000,11967,566,22,3587,15399,729,2,2,23,2,5,0,10,18,0.234053333333333,15,2,0,0,0,0,0,0,0,35,2017,118.730003,1775200
"241",2017-08-29,3,258,1385,112,22,876,4765,468,0,0,0,0,2,0,4,5,0.193983333333333,6,2,0,1,0,0,0,0,0,35,2017,119.230003,1301300
"242",2017-08-30,3,98,378,72,21,2326,11839,941,0,0,0,0,1,2,5,12,0.44145,8,1,0,0,0,0,0,0,0,35,2017,121.970001,2193400
"243",2017-08-31,6,3170,15515,437,37,4529,22702,876,0,0,0,0,3,0,3,7,0.0384333333333334,6,2,0,0,0,0,0,0,0,35,2017,121.5,2617600
"244",2017-09-01,7,5614,16992,865,29,12521,24043,1214,0,0,0,0,3,5,9,7,0.259075,16,1,0,0,0,0,0,0,0,35,2017,119.309998,2751500
"245",2017-09-02,6,8485,15250,423,15,8947,17401,501,0,0,0,0,17,15,26,214,0.17492962962963,54,2,0,0,0,0,0,0,0,35,2017,NA,NA
"246",2017-09-03,1,30,108,20,7,764,3698,279,0,0,0,0,10,8,17,43,0.110295454545455,22,0,0,0,0,0,0,0,0,36,2017,NA,NA
"247",2017-09-04,6,5259,22642,1003,13,5679,25201,1114,1,0,0,0,0,1,5,7,0.4542,5,1,0,0,0,0,0,0,0,36,2017,NA,NA
"248",2017-09-05,9,8574,21315,1237,38,9902,27076,2051,0,0,0,0,3,1,10,13,0.168078571428571,14,0,0,0,0,0,0,0,0,36,2017,118.209999,2336300
"249",2017-09-06,11,1517,7327,864,26,2968,15652,1581,0,0,0,0,11,28,41,274,0.27778625,80,4,0,0,0,0,0,0,0,36,2017,117,1770600
"250",2017-09-07,10,1726,8494,798,22,2352,12122,1237,0,0,0,0,13,5,20,74,0.14874,35,2,0,0,0,0,0,0,0,36,2017,118.93,1810900
"251",2017-09-08,14,3362,17037,1652,42,8321,44300,2685,0,0,0,0,5,15,23,96,0.260172093023256,43,10,0,0,0,0,0,0,0,36,2017,118.279999,2424200
"252",2017-09-09,11,6773,7687,4690,34,6986,9054,4895,2,190,833,12,17,10,32,150,0.195906779661017,59,0,0,0,0,0,0,0,0,36,2017,NA,NA
"253",2017-09-10,6,1377,7737,589,17,1646,9463,737,0,0,0,0,14,24,43,454,0.225323456790123,81,0,0,0,0,0,0,0,0,37,2017,NA,NA
"254",2017-09-11,8,15433,35709,6019,32,16450,41191,6214,0,0,0,0,31,14,40,276,0.0372658823529412,85,1,0,0,0,0,0,0,0,37,2017,121.190002,2282100
"255",2017-09-12,20,3327,16333,973,150,4452,23005,1815,0,0,0,0,14,32,48,284,0.199790425531915,94,9,0,0,0,0,0,0,0,37,2017,120.410004,2659200
"256",2017-09-13,12,10177,12590,2584,106,17999,38807,3740,0,0,0,0,24,51,74,330,0.200928187919463,149,4,0,0,0,0,0,0,0,37,2017,119.599998,2515300
"257",2017-09-14,6,2510,3982,3298,22,3197,7355,3577,0,0,0,0,24,30,30,157,0.121535714285714,84,4,0,0,0,0,0,0,0,37,2017,119.190002,2543100
"258",2017-09-15,14,1639,9201,523,35,4575,19703,957,0,0,0,0,7,15,30,3122,0.197823076923077,52,1,0,2,1,2,0,0,0,37,2017,119.419998,3192000
"259",2017-09-16,4,314,1101,74,8,596,2246,186,0,0,0,0,96,138,322,4102,0.263983992805755,556,0,0,0,0,0,0,0,0,37,2017,NA,NA
"260",2017-09-17,5,764,3297,285,15,1289,5647,415,0,0,0,0,14,15,35,148,0.1756515625,64,0,0,0,0,0,0,0,0,38,2017,NA,NA
"261",2017-09-18,6,1479,6945,943,43,2901,13021,1358,0,0,0,0,12,25,29,123,0.150539393939394,66,3,0,0,0,0,0,0,0,38,2017,119.959999,2573700
"262",2017-09-19,7,1214,7883,740,39,2814,15264,1556,2,3,11,4,13,14,24,69,0.110017647058824,51,5,0,0,0,0,0,0,0,38,2017,120.209999,2237900
"263",2017-09-20,8,2187,10920,912,86,7480,28117,1695,1,0,3,0,9,10,18,43,0.214813513513514,37,4,0,0,0,0,0,0,0,38,2017,120.339996,2393300
"264",2017-09-21,9,3264,14528,995,31,4266,18471,1409,0,0,0,0,33,37,59,389,0.113280952380952,126,3,0,0,0,0,0,0,0,38,2017,118.019997,1914400
"265",2017-09-22,18,4477,17238,644,48,5773,23555,1087,0,0,0,0,55,35,66,276,0.0368129032258065,155,2,0,0,0,0,0,0,0,38,2017,118.5,2077300
"266",2017-09-23,10,3850,1773,342,20,4348,4934,475,0,0,0,0,15,8,16,51,0.0573641025641026,39,1,0,0,0,0,0,0,0,38,2017,NA,NA
"267",2017-09-24,3,3874,1452,186,13,4146,2409,297,0,0,0,0,24,15,25,356,0.089721875,64,0,0,0,0,0,0,0,0,39,2017,NA,NA
"268",2017-09-25,5,670,4183,609,43,2337,12637,1015,1,0,0,0,11,11,38,64,0.286831666666667,60,3,0,0,0,0,0,0,0,39,2017,114.199997,4113100
"269",2017-09-26,8,4866,17825,1103,66,10081,30647,2033,0,0,0,0,61,80,132,1130,0.174983882783883,273,0,0,0,1,0,0,0,0,39,2017,113.919998,2994400
"270",2017-09-27,9,3438,17139,1349,27,7840,38210,2420,0,0,0,0,68,70,159,773,0.193781071428571,280,1,0,0,0,0,0,0,0,39,2017,115.970001,1793200
"271",2017-09-28,15,9152,35901,3765,45,11167,44864,4155,0,0,0,0,24,48,78,346,0.231906015037594,133,4,0,0,0,0,0,0,0,39,2017,116.610001,1395600
"272",2017-09-29,17,2825,15549,718,45,4987,25301,1331,0,0,0,0,61,63,135,809,0.218309266409266,259,4,0,1,0,1,0,0,0,39,2017,118.059998,1743500
"273",2017-09-30,13,5543,20848,873,28,5886,23129,1051,1,2,14,0,159,180,260,6709,0.114237774030354,593,0,0,0,0,0,0,0,0,39,2017,NA,NA
"274",2017-10-01,11,4642,6992,544,24,4753,7742,668,0,0,0,0,273,137,482,10232,0.167708856502242,892,2,0,0,0,0,0,0,0,40,2017,NA,NA
"275",2017-10-02,7,2942,9146,818,17,4442,16095,1071,0,0,0,0,89,60,259,1175,0.2847425,400,5,0,0,0,0,0,0,0,40,2017,117.949997,1850700
"276",2017-10-03,7,10596,14182,884,19,11070,16257,1025,1,241,1146,59,71,78,154,797,0.156649494949495,297,0,0,0,0,0,0,0,0,40,2017,117.959999,1249700
"277",2017-10-04,13,3870,16629,1580,33,5291,25693,2443,1,271,1347,30,43,42,69,313,0.0995896103896104,154,5,0,0,0,0,0,0,0,40,2017,118.559998,1642400
"278",2017-10-05,14,4283,11441,842,46,5254,16131,1433,2,6,45,0,32,31,65,396,0.16702890625,128,2,0,0,0,0,0,0,0,40,2017,119.519997,1438900
"279",2017-10-06,13,3532,16453,1355,59,9877,24201,1900,0,0,0,0,68,67,129,1363,0.166457575757576,264,0,0,0,0,0,0,0,0,40,2017,120.089996,1912800
"280",2017-10-07,8,516,3362,256,22,1120,7291,446,1,48,508,23,133,89,219,2544,0.106107256235828,441,2,0,0,1,0,0,0,0,40,2017,NA,NA
"281",2017-10-08,9,1210,7712,705,14,1281,8465,888,2,46,369,9,196,150,305,4978,0.103116743471582,651,0,0,0,0,0,0,0,0,41,2017,NA,NA
"282",2017-10-09,10,6495,18239,1350,46,8374,27897,1922,0,0,0,0,259,167,434,6427,0.142294069767442,860,5,0,0,0,0,0,0,0,41,2017,118.620003,1516000
"283",2017-10-10,8,1851,8324,388,56,3793,16200,1256,0,0,0,0,222,96,374,3043,0.142068885672938,691,2,0,1,0,0,0,0,0,41,2017,117.82,1558200
"284",2017-10-11,10,5098,21768,1438,26,6500,30269,2462,0,0,0,0,26,11,54,653,0.212003296703297,91,4,0,0,0,0,0,0,0,41,2017,116.050003,3152800
"285",2017-10-12,17,3928,19263,1218,77,6732,37485,2728,2,95,305,23,212,153,343,5164,0.116850564971751,708,1,0,0,1,0,0,0,0,41,2017,117.139999,2046200
"286",2017-10-13,10,1828,6723,333,30,4229,20881,2713,1,0,2,1,331,219,549,8204,0.127966911090742,1091,0,0,0,0,0,0,0,0,41,2017,118.620003,1931200
"287",2017-10-14,4,511,3058,149,17,1714,8893,457,0,0,0,0,103,81,243,853,0.236297149643705,421,0,0,0,0,0,0,0,0,41,2017,NA,NA
"288",2017-10-15,4,611,2787,201,19,1049,4967,895,2,151,1392,9,49,35,189,1288,0.371977573529412,272,0,0,0,0,0,0,0,0,42,2017,NA,NA
"289",2017-10-16,4,189,707,77,21,1610,6597,430,0,0,0,0,29,29,64,278,0.175560655737705,122,3,0,0,0,0,0,0,0,42,2017,117.480003,2601800
"290",2017-10-17,12,752,3135,517,44,2083,7490,837,1,34,200,27,242,220,475,4480,0.161702486486486,925,11,0,0,0,0,0,0,0,42,2017,115.980003,3130300
"291",2017-10-18,8,2293,10494,812,20,3728,15290,1219,0,0,0,0,160,74,184,906,0.103586861313869,411,8,0,0,0,0,0,0,0,42,2017,113.160004,9784700
"292",2017-10-19,9,8657,8691,474,81,11319,19130,1057,0,0,0,0,45,50,76,220,0.119330994152047,171,2,0,0,1,0,0,0,0,42,2017,113.07,3183200
"293",2017-10-20,15,1833,7371,314,38,10778,46061,2176,1,0,0,0,55,40,72,392,0.0823790419161677,167,2,0,0,0,0,0,0,0,42,2017,113.620003,1988800
"294",2017-10-21,9,903,5259,260,35,3394,9968,782,0,0,0,0,26,11,23,97,-0.0406533333333333,60,0,0,0,0,0,0,0,0,42,2017,NA,NA
"295",2017-10-22,10,2520,4584,229,27,3128,6598,375,0,0,0,0,28,18,32,281,0.0240205128205128,78,0,0,0,0,0,0,0,0,43,2017,NA,NA
"296",2017-10-23,11,1709,6020,263,25,4969,23849,1095,1,6,33,0,7,4,12,57,0.217713043478261,23,2,0,0,0,0,0,0,0,43,2017,113.660004,2204700
"297",2017-10-24,8,673,2760,158,24,1797,6977,436,1,1,2,0,6,9,28,50,0.372351162790698,43,4,0,0,0,0,0,0,0,43,2017,113.389999,2006100
"298",2017-10-25,10,1663,7636,1126,42,6160,31912,3295,0,0,0,0,3,6,7,18,0.19169375,16,6,0,0,0,0,0,0,0,43,2017,114.559998,3205300
"299",2017-10-26,8,575,2354,284,79,3013,21530,3068,0,0,0,0,20,18,48,298,0.217803488372093,86,4,0,0,0,0,0,0,0,43,2017,115.830002,2453200
"300",2017-10-27,11,1521,7019,427,106,3483,13561,1083,0,0,0,0,12,11,16,185,-0.00142564102564103,39,2,0,1,0,0,0,0,0,43,2017,116.889999,2892000
"301",2017-10-28,7,1570,6950,199,19,2101,9436,334,0,0,0,0,49,28,62,851,0.0693107913669065,139,0,0,0,0,0,0,0,0,43,2017,NA,NA
"302",2017-10-29,5,1212,6336,260,25,2822,17304,1154,0,0,0,0,34,15,45,625,0.0971606382978723,94,1,0,0,0,0,0,0,0,44,2017,NA,NA
"303",2017-10-30,7,2544,6975,551,44,3240,10910,867,0,0,0,0,12,18,42,163,0.283661111111111,72,1,0,0,1,0,0,0,0,44,2017,117.580002,2614100
