"","date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume"
"304",2017-10-31,10,1774,9152,883,46,5791,23553,2106,0,0,0,0,20,5,30,98,0.105354545454545,55,28,1,1,0,0,0,0,0,44,2017,119.599998,5477400
"305",2017-11-01,10,4244,13776,1386,73,5946,22530,2715,1,451,2011,67,402,174,535,9492,0.0865422142214221,1111,18,0,1,0,0,1,0,0,44,2017,114.470001,9669200
"306",2017-11-02,14,4241,20423,1426,95,5629,27522,2549,1,0,0,0,92,77,165,1235,0.138779041916168,334,6,0,0,1,0,0,0,0,44,2017,112.690002,3438300
"307",2017-11-03,9,5217,18637,1003,99,10100,42454,3473,7,5980,19602,348,69,89,166,1473,0.20668843537415,294,1,0,1,0,0,0,0,0,44,2017,113.199997,2925300
"308",2017-11-04,14,2562,13740,467,55,2846,15061,707,5,265,5225,119,60,53,115,768,0.177543540669856,209,3,0,0,0,0,0,0,0,44,2017,NA,NA
"309",2017-11-05,11,1636,9194,269,48,2224,12196,576,4,74,2090,48,9,7,14,21,0.3115,15,0,0,0,0,0,0,0,0,45,2017,NA,NA
"310",2017-11-06,15,3315,11825,603,79,4423,19888,1381,0,0,0,0,19,14,36,362,0.152431746031746,63,2,0,0,0,0,0,0,0,45,2017,112.459999,3642500
"311",2017-11-07,22,5850,27263,1361,87,9820,47697,2580,0,0,0,0,25,29,43,197,0.0993876288659794,97,7,0,0,0,0,0,0,0,45,2017,111.699997,2830300
"312",2017-11-08,12,3512,15489,1256,55,6546,27723,2503,3,153,733,10,101,187,288,2534,0.176446006944444,576,3,0,1,1,0,0,0,0,45,2017,114.150002,3393900
"313",2017-11-09,15,2976,15795,721,109,7871,43488,3088,0,0,0,0,484,368,952,31301,0.159409290540541,1776,9,0,1,0,0,0,0,0,45,2017,111.889999,3445700
"314",2017-11-10,12,1905,9534,512,69,5553,27891,2539,8,55,754,8,567,302,937,4923,0.127857009345794,1605,12,0,2,0,1,0,0,0,45,2017,112.75,2534000
"315",2017-11-11,7,1186,7539,393,32,1791,11182,717,0,0,0,0,431,321,592,41467,0.0855723137254902,1275,0,0,0,0,0,0,0,0,45,2017,NA,NA
"316",2017-11-12,6,1146,5456,732,20,1413,7196,913,0,0,0,0,1710,952,2316,60301,0.0732760860820595,4972,0,0,0,0,0,0,0,0,46,2017,NA,NA
"317",2017-11-13,4,2722,10983,2817,19,2916,12510,2974,0,0,0,0,291,263,670,6873,0.219703473945409,1209,7,0,0,0,0,0,0,0,46,2017,112.010002,3168100
"318",2017-11-14,11,1467,7801,1245,38,2455,12399,1761,6,21,111,4,1286,686,1815,73341,0.0886730087324689,3779,5,0,0,0,0,0,0,0,46,2017,112.269997,3618000
"319",2017-11-15,10,2769,15743,2292,23,3089,18290,2491,4,418,2050,116,482,417,781,37282,0.115177378815081,1671,5,0,1,0,0,0,0,0,46,2017,111.480003,2585900
"320",2017-11-16,9,953,5502,1236,42,1624,9885,1683,6,34,347,10,1153,679,1668,57758,0.108214955676294,3497,4,0,0,0,0,0,0,0,46,2017,111.599998,2445800
"321",2017-11-17,17,44641,67499,8848,52,47278,81335,9669,9,93,647,34,569,437,804,7889,0.0730935355147646,1253,15,0,1,0,1,0,0,0,46,2017,108.82,8556400
"322",2017-11-18,7,7461,7041,868,27,8964,15225,1494,3,189,1970,50,628,518,823,68238,0.0546826630434783,1840,2,0,0,0,0,0,0,0,46,2017,NA,NA
"323",2017-11-19,8,7169,10180,906,22,8065,17637,1253,0,0,0,0,112,116,252,3797,0.151458823529412,476,0,0,0,0,0,0,0,0,47,2017,NA,NA
"324",2017-11-20,10,6105,6900,740,30,13942,19499,1691,0,0,0,0,203,255,460,13512,0.176897062146893,885,5,0,0,0,0,0,0,0,47,2017,107.639999,5974700
"325",2017-11-21,14,1323,5685,856,52,2174,11216,1314,5,16,66,4,403,374,767,8348,0.181249316851008,1537,0,0,0,0,0,0,0,0,47,2017,107.709999,3298400
"326",2017-11-22,7,2088,10379,1128,36,3618,18772,1823,0,0,0,0,408,406,711,27060,0.125958228684732,1513,4,0,0,0,0,0,0,0,47,2017,107.32,2558200
"327",2017-11-23,8,405,2320,291,56,3742,22522,1563,0,0,0,0,1015,863,1519,27827,0.0871481579722959,3393,6,0,0,0,0,0,0,0,47,2017,NA,NA
"328",2017-11-24,14,720,5329,1168,54,2934,26201,3276,7,24,51,3,202,287,531,2132,0.194926108374384,1015,0,0,0,0,0,0,0,0,47,2017,107.940002,1306300
"329",2017-11-25,3,602,3856,315,30,1716,14709,1593,1,32,258,6,86,54,152,3337,0.14987323943662,284,0,0,0,0,0,0,0,0,47,2017,NA,NA
"330",2017-11-26,5,838,5262,360,17,1305,7754,454,3,42,360,34,121,124,232,106424,0.131000436681223,458,0,0,0,0,0,0,0,0,48,2017,NA,NA
"331",2017-11-27,12,2025,10199,993,55,3215,21911,2820,3,6,180,1,1868,1499,2197,106422,0.0309145792034601,5549,2,0,0,0,0,0,0,0,48,2017,106.989998,2540100
"332",2017-11-28,11,7992,20332,1055,47,10375,29754,2843,7,141,813,22,88,68,160,467,0.134866129032258,310,5,0,0,0,0,0,0,0,48,2017,109.470001,5499400
"333",2017-11-29,11,1539,9352,1445,66,2048,11901,2259,1,2,41,2,308,187,407,14141,0.0579463414634146,902,2,0,0,0,0,0,0,0,48,2017,105.489998,5590700
"334",2017-11-30,7,367,3208,430,51,995,6634,787,0,0,0,0,407,230,509,27832,0.06200096069869,1145,5,0,0,0,0,0,0,0,48,2017,106.349998,5395200
"335",2017-12-01,13,1118,6633,557,58,7309,28855,2287,6,23,61,6,387,241,668,3767,0.157973549883991,1293,1,0,0,0,0,0,0,0,48,2017,106.019997,3859400
"336",2017-12-02,6,1109,2813,392,22,1314,4616,598,1,226,99,28,28,18,45,127,0.0975153846153846,91,0,0,0,0,0,0,0,0,48,2017,NA,NA
"337",2017-12-03,5,992,3861,256,20,2017,10670,773,2,6,62,3,23,17,71,441,0.342543564356436,101,0,0,0,0,0,0,0,0,49,2017,NA,NA
"338",2017-12-04,14,2293,11390,1165,23,3012,16575,1501,0,0,0,0,152,71,311,8452,0.209379734848485,528,7,0,0,0,0,0,0,0,49,2017,100.830002,6573200
"339",2017-12-05,10,1554,6873,701,25,3618,10268,2029,6,13,51,1,152,76,230,1759,0.123740707964602,452,3,0,0,0,0,0,0,1,49,2017,103.379997,4582300
"340",2017-12-06,13,2716,12060,1501,33,4308,21938,2691,1,0,1,0,10,10,16,149,0.089875,36,2,0,0,0,0,0,0,0,49,2017,103.18,4668400
"341",2017-12-07,13,5526,21203,1427,28,9370,38802,1892,1,0,9,1,197,264,301,2679,0.14646265060241,747,2,0,0,0,0,0,0,0,49,2017,104.370003,3590500
"342",2017-12-08,20,5284,25052,2511,56,6602,33444,3376,0,0,0,0,1102,1505,3252,49459,0.259041491722137,5859,7,0,0,0,0,0,0,0,49,2017,105.269997,3535400
"343",2017-12-09,10,1798,4094,1224,28,2640,11168,1592,0,0,0,0,71,79,250,861,0.287378920308483,389,0,0,0,0,0,0,0,0,49,2017,NA,NA
"344",2017-12-10,5,634,1926,273,27,4522,3803,1057,6,620,3842,91,29,22,75,191,0.232515315315315,111,0,0,0,0,0,0,0,0,50,2017,NA,NA
"345",2017-12-11,12,6038,9094,606,28,7424,16556,3091,0,0,0,0,18,22,58,6970,0.243504819277108,83,1,0,0,0,0,0,0,0,50,2017,107.919998,3998200
"346",2017-12-12,10,2621,11022,593,35,3414,15020,1806,0,0,0,0,122,150,357,13234,0.246592356687898,628,5,0,0,0,0,0,0,0,50,2017,107.660004,3880700
"347",2017-12-13,10,2890,16044,1371,31,3991,23647,2969,1,122,701,23,212,159,367,5860,0.132559023066486,737,5,0,1,0,0,0,0,0,50,2017,105.540001,3790100
"348",2017-12-14,9,925,4553,342,35,3839,9351,766,1,3,4,0,42,28,43,408,0.0147787610619469,113,4,0,0,0,0,0,0,0,50,2017,106.419998,2751200
"349",2017-12-15,16,4633,20266,966,50,8109,38602,2983,3,2,2,0,18,8,34,179,0.195971666666667,60,0,0,0,0,0,0,0,0,50,2017,109.279999,6107300
"350",2017-12-16,9,507,3711,406,23,4361,11930,973,0,0,0,0,9,4,8,23,-0.0740904761904762,21,0,0,0,0,0,0,0,0,50,2017,NA,NA
"351",2017-12-17,6,1355,6598,425,16,1942,11982,1016,7,174,603,20,75,63,111,2418,0.0781124497991968,249,0,0,0,0,0,0,0,0,51,2017,NA,NA
"352",2017-12-18,10,1402,7912,491,48,4881,19231,2183,0,0,0,0,22,8,28,200,0.041,58,2,0,0,0,0,0,0,0,51,2017,107.339996,4375300
"353",2017-12-19,8,675,2446,185,53,3113,12042,2818,5,81,693,27,3,2,16,29,0.372695238095238,21,2,0,0,0,0,0,0,0,51,2017,107,2077200
"354",2017-12-20,11,2543,11704,989,58,7912,18348,1756,1,7,53,1,22,13,56,500,0.319089010989011,91,1,0,0,0,0,0,0,0,51,2017,108.449997,2650400
"355",2017-12-21,11,941,3040,416,43,6122,16434,1329,2,22,128,5,18,7,51,112,0.294310869565217,46,5,0,0,0,0,0,0,0,51,2017,107.970001,2804400
"356",2017-12-22,9,791,3394,287,125,10466,9804,862,9,276,2060,65,14,16,24,75,0.080945652173913,46,1,0,0,0,0,0,0,0,51,2017,106.019997,2424600
"357",2017-12-23,8,8126,7718,475,26,11692,15796,823,1,0,5,0,2,13,57,245,0.449072727272727,66,0,0,0,0,0,0,0,0,51,2017,NA,NA
"358",2017-12-24,6,7568,6272,674,12,10468,7900,798,2,116,636,16,14,9,21,-3,0.157120454545455,44,0,0,0,0,0,0,0,0,52,2017,NA,NA
"359",2017-12-25,6,3742,4310,398,19,10947,11432,755,0,0,0,0,12,10,14,75,0.0698944444444444,36,0,0,0,0,0,0,0,0,52,2017,NA,NA
"360",2017-12-26,10,7676,8045,718,20,10309,13052,2800,0,0,0,0,16,14,33,228,0.213461904761905,63,1,0,0,0,0,0,0,0,52,2017,105.059998,1689900
"361",2017-12-27,9,1891,12055,1141,28,2500,19153,1931,1,0,5,0,9,13,44,110,0.343148484848485,66,0,0,0,0,0,0,0,0,52,2017,105.230003,2527500
"362",2017-12-28,12,579,4587,639,26,1186,9908,1521,0,0,0,0,149,100,460,8217,0.350495063469676,709,3,0,0,0,0,0,0,0,52,2017,105.309998,1438900
"363",2017-12-29,8,441,3899,334,17,717,6775,933,0,0,0,0,127,73,304,5470,0.244058051689861,503,0,0,0,0,0,0,0,0,52,2017,105.059998,2113600
"364",2017-12-30,5,455,3539,136,18,790,7954,1134,0,0,0,0,91,59,151,572,0.112220265780731,301,0,0,0,0,0,0,0,0,52,2017,NA,NA
"365",2017-12-31,8,825,5239,387,21,3167,18782,2910,2,37,235,3,47,50,166,887,0.274731939163498,263,0,0,0,0,0,0,0,0,53,2017,NA,NA
"366",2018-01-01,7,1060,5762,1069,22,3270,21188,3267,2,0,1,0,64,41,183,6566,0.287764236111111,288,1,0,0,0,0,0,0,0,1,2018,NA,NA
"367",2018-01-02,9,526,4460,599,24,1657,13256,1229,1,0,1,0,82,38,122,896,0.124924380165289,242,4,0,0,0,0,0,0,0,1,2018,109.449997,4599100
"368",2018-01-03,10,2773,18666,1983,17,3056,20442,2162,1,0,8,1,24,8,32,93,0.138459375,64,3,0,0,0,0,0,0,0,1,2018,109.75,3210600
"369",2018-01-04,8,634,3614,284,39,1355,8095,826,0,0,0,0,26,16,39,228,0.120154320987654,81,1,0,0,0,0,0,0,0,1,2018,107.190002,3777900
"370",2018-01-05,6,918,7066,1445,29,1949,13613,2076,0,0,0,0,11,13,23,67,0.173254347826087,46,4,0,0,0,0,0,0,0,1,2018,112.389999,5963000
"371",2018-01-06,7,860,5410,719,22,1418,9001,939,0,0,0,0,47,59,151,8153,0.283328793774319,257,1,0,0,0,0,0,0,0,1,2018,NA,NA
"372",2018-01-07,2,132,1372,60,12,3342,6177,276,0,0,0,0,13,10,44,356,0.30804328358209,67,0,0,0,0,0,0,0,0,1,2018,NA,NA
"373",2018-01-08,5,229,2741,400,22,5485,21087,2655,0,0,0,0,151,131,330,9308,0.223216503267974,612,2,0,0,0,0,0,0,0,2,2018,113.220001,4579100
"374",2018-01-09,9,767,4337,832,72,1797,11548,1890,0,0,0,0,166,111,383,1949,0.195660091047041,659,3,0,0,0,0,0,0,0,2,2018,112.18,4111700
"375",2018-01-10,6,1531,8845,757,21,2535,13088,1068,0,0,0,0,33,24,67,251,0.239989166666667,120,0,0,0,0,0,0,0,0,2,2018,112.25,2493600
"376",2018-01-11,10,564,3386,393,105,2044,11225,1030,1,4,17,7,10,12,26,48,0.232689361702128,47,1,0,0,0,0,0,0,0,2,2018,112,2788800
"377",2018-01-12,12,557,4199,342,65,2078,15142,944,1,1,6,2,15,20,30,91,0.155061538461538,65,7,0,0,0,0,0,0,0,2,2018,113.129997,3467400
"378",2018-01-13,4,626,3610,263,23,885,5068,397,0,0,0,0,6,10,16,56,0.179371875,32,1,0,0,0,0,0,0,0,2,2018,NA,NA
"379",2018-01-14,4,402,1183,94,18,1525,3023,220,0,0,0,0,13,14,15,69,0.068747619047619,42,0,0,0,0,0,0,0,0,2,2018,NA,NA
"380",2018-01-15,10,339,2380,250,37,11352,50130,3182,0,0,0,0,12,10,36,94,0.239175862068966,58,0,0,0,0,0,0,0,0,3,2018,NA,NA
"381",2018-01-16,8,726,5257,498,57,5523,31146,2030,0,0,0,0,9,4,14,177,0.137222222222222,27,0,0,0,0,0,0,0,0,3,2018,111.919998,3570800
"382",2018-01-17,12,1862,10521,853,31,4958,30936,2116,1,0,1,0,26,30,73,250,0.20466036036036,111,1,0,0,0,0,0,0,0,3,2018,113.139999,2709000
"383",2018-01-18,7,605,4117,197,36,3886,25280,1182,0,0,0,0,3,3,10,12,0.259863636363636,11,6,0,0,0,0,0,0,0,3,2018,115.279999,4353800
"384",2018-01-19,13,1017,6191,415,40,3204,19832,1092,0,0,0,0,73,69,144,1197,0.151432867132867,286,2,0,0,0,0,0,0,0,3,2018,116.18,3534200
"385",2018-01-20,9,491,3505,177,27,3339,13195,621,0,0,0,0,24,25,51,392,0.26413,100,0,0,0,0,0,0,0,0,3,2018,NA,NA
"386",2018-01-21,2,179,1198,117,10,417,2426,329,0,0,0,0,5,8,22,49,0.301011428571429,35,0,0,0,0,0,0,0,0,3,2018,NA,NA
"387",2018-01-22,11,797,4697,1726,27,1311,8974,2027,0,0,0,0,4,5,9,19,0.177506666666667,15,2,0,0,0,0,0,0,0,4,2018,117.989998,4235800
"388",2018-01-23,9,209,1438,168,54,1476,9883,875,0,0,0,0,50,53,100,754,0.177479310344828,203,1,0,0,0,0,0,0,0,4,2018,117.669998,3449700
"389",2018-01-24,10,2022,11268,881,29,3937,25606,2082,0,0,0,0,21,14,55,115,0.283228888888889,90,10,0,0,0,0,0,0,0,4,2018,114.660004,6553600
"390",2018-01-25,9,365,2268,312,42,1770,11775,1048,0,0,0,0,19,12,29,161,0.174786666666667,60,1,0,0,0,0,0,0,0,4,2018,114.5,3457700
"391",2018-01-26,7,427,1974,154,66,4744,27110,2855,0,0,0,0,37,34,62,508,0.116411278195489,133,3,0,1,0,0,0,0,0,4,2018,115.199997,3417600
"392",2018-01-27,2,230,1310,53,24,4264,26305,2932,0,0,0,0,19,36,76,331,0.281417557251908,131,0,0,0,0,0,0,0,0,4,2018,NA,NA
"393",2018-01-28,11,2682,18181,1183,30,7071,47286,3253,0,0,0,0,7,11,16,74,0.141723529411765,34,0,0,0,0,0,0,0,0,4,2018,NA,NA
"394",2018-01-29,5,2126,6198,304,19,3361,17070,1720,0,0,0,0,16,6,13,158,-0.11558,35,5,0,1,0,0,0,0,0,5,2018,117.650002,6486500
"395",2018-01-30,8,3757,5841,1817,24,5418,13979,2646,1,53,828,29,101,138,303,2546,0.241171402214022,542,19,1,1,0,0,0,0,0,5,2018,118.699997,8493600
"396",2018-01-31,11,5893,12588,3776,54,7585,22243,4353,1,0,0,0,354,266,446,17043,0.0570288679245283,1060,37,0,0,0,0,0,0,0,5,2018,126.959999,14727300
"397",2018-02-01,7,2283,7007,1285,29,5236,16318,1858,0,0,0,0,75,57,152,410,0.191687676056338,284,6,0,0,0,0,0,0,0,5,2018,128.179993,6297200
"398",2018-02-02,12,2704,16776,1290,43,5478,30491,2384,1,7,3,0,23,16,70,330,0.308237614678899,109,5,0,1,1,1,0,0,0,5,2018,124.529999,6471200
"399",2018-02-03,2,143,965,74,19,1543,2111,171,0,0,0,0,13,19,41,411,0.249517808219178,73,2,0,0,0,0,0,0,0,5,2018,NA,NA
"400",2018-02-04,2,22,211,96,3,457,1567,125,0,0,0,0,34,32,35,1000,-0.0416613861386139,101,0,0,0,0,0,0,0,0,5,2018,NA,NA
"401",2018-02-05,2,34,221,42,23,1461,8336,440,1,50,293,6,82,31,116,3004,0.130145414847162,229,2,0,0,0,0,0,0,0,6,2018,121.639999,4533400
"402",2018-02-06,6,1038,2593,132,41,2556,13637,1047,0,0,0,0,93,83,193,1328,0.190655284552846,369,0,0,0,0,0,0,0,0,6,2018,123.129997,4652300
"403",2018-02-07,11,2661,15565,843,35,3400,21283,1409,2,48,510,19,29,24,77,349,0.228407692307692,130,1,0,0,0,0,0,0,0,6,2018,123.050003,4066900
"404",2018-02-08,3,315,3733,86,28,1406,13929,734,0,0,0,0,35,22,50,561,0.088860396039604,101,5,0,0,0,0,0,0,0,6,2018,116.540001,5478900
"405",2018-02-09,8,586,3788,624,28,1980,15429,1428,3,15,140,13,64,56,128,808,0.191401913875598,209,5,0,0,0,0,0,0,0,6,2018,120.639999,5945100
"406",2018-02-10,4,324,2865,549,14,1446,8761,879,0,0,0,0,3,25,28,87,0.230294,50,0,0,0,0,0,0,0,0,6,2018,NA,NA
"407",2018-02-11,4,160,1206,94,13,333,2094,191,0,0,0,0,7,18,26,119,0.28705,50,0,0,0,0,0,0,0,0,6,2018,NA,NA
"408",2018-02-12,2,59,662,65,26,1540,11222,1123,2,0,0,0,2,1,15,29,0.380523529411765,17,1,0,0,0,0,0,0,0,7,2018,122.220001,3695100
"409",2018-02-13,5,966,1981,868,22,1835,7605,1421,0,0,0,0,18,14,26,331,0.1188,58,0,0,0,0,0,0,0,0,7,2018,122.279999,2388700
"410",2018-02-14,12,1558,9829,1034,42,3278,18401,1462,0,0,0,0,35,31,48,913,0.0092646017699115,113,1,0,0,0,0,0,0,0,7,2018,123.769997,4293400
"411",2018-02-15,11,436,3706,206,59,2446,21418,1239,0,0,0,0,13,10,37,177,0.283428333333333,60,0,0,0,0,0,0,0,0,7,2018,126.480003,3207100
"412",2018-02-16,10,1264,7176,612,65,3127,19191,1377,0,0,0,0,16,18,64,528,0.324866326530612,98,5,0,1,1,1,0,0,0,7,2018,126.019997,3214500
"413",2018-02-17,6,538,4085,457,34,1598,11623,1126,0,0,0,0,47,43,107,952,0.224995939086294,197,0,0,0,0,0,0,0,0,7,2018,NA,NA
"414",2018-02-18,5,207,1455,97,33,1137,10087,608,0,0,0,0,12,14,26,99,0.191767307692308,52,0,0,0,0,0,0,0,0,7,2018,NA,NA
"415",2018-02-19,5,68,625,152,49,1153,10982,941,0,0,0,0,35,30,81,586,0.248669166666667,120,1,0,0,0,0,0,0,0,8,2018,NA,NA
"416",2018-02-20,6,252,1837,306,33,7829,25297,2721,0,0,0,0,319,291,786,6287,0.220516618911175,1396,1,0,1,0,0,0,0,0,8,2018,126.339996,2540600
"417",2018-02-21,4,1185,7274,696,17,1591,11054,1293,0,0,0,0,92,71,165,590,0.212023475609756,328,1,0,0,0,0,0,0,0,8,2018,124.900002,3191000
"418",2018-02-22,6,262,2773,140,32,1849,15920,1377,0,0,0,0,19,36,69,326,0.271587903225806,124,2,0,0,0,0,0,0,0,8,2018,124.610001,1919700
"419",2018-02-23,2,252,2554,291,29,4299,33525,3356,0,0,0,0,68,72,222,2968,0.300920498614958,361,2,0,0,0,0,0,0,0,8,2018,127.099998,2476900
"420",2018-02-24,5,613,5281,303,13,3097,17083,1000,0,0,0,0,76,36,171,689,0.232948409893993,283,1,0,0,0,0,0,0,0,8,2018,NA,NA
"421",2018-02-25,2,116,907,106,9,1306,13119,656,0,0,0,0,15,9,19,48,0.0465627906976744,43,0,0,0,0,0,0,0,0,8,2018,NA,NA
"422",2018-02-26,18,265,1762,255,40,1008,8468,563,0,0,0,0,24,27,36,143,0.103604597701149,87,3,0,0,0,0,0,0,0,9,2018,128.570007,2877800
"423",2018-02-27,6,780,6141,672,21,1186,9352,1133,0,0,0,0,68,70,173,3475,0.222338585209003,311,1,0,0,0,0,0,0,0,9,2018,125.800003,3158800
"424",2018-02-28,6,221,1335,395,14,905,7982,682,0,0,0,0,11,10,28,61,0.2626,49,0,0,0,0,0,0,0,0,9,2018,123.699997,3496000
"425",2018-03-01,5,459,4033,338,24,2118,17505,1215,0,0,0,0,8,8,28,78,0.337611363636364,44,2,0,0,0,0,0,0,0,9,2018,122.169998,3919200
"426",2018-03-02,8,727,4144,477,21,2144,15266,1601,0,0,0,0,5,5,28,194,0.377081578947368,38,6,0,0,0,0,0,0,0,9,2018,125.089996,2935800
"427",2018-03-03,6,393,2502,234,14,1817,13914,1400,0,0,0,0,51,30,159,3006,0.334615416666667,240,1,0,0,0,0,0,0,0,9,2018,NA,NA
"428",2018-03-04,2,139,1062,73,9,688,4131,438,0,0,0,0,94,39,250,803,0.272168882978723,376,0,0,0,0,0,0,0,0,9,2018,NA,NA
"429",2018-03-05,7,244,1310,324,22,3551,17102,1482,0,0,0,0,17,17,72,155,0.313590588235294,85,0,0,0,0,0,0,0,0,10,2018,126.099998,1642500
"430",2018-03-06,10,228,1459,251,59,2359,11971,1001,1,4,8,0,5,5,13,64,0.0772045454545455,22,2,0,0,0,0,0,0,0,10,2018,124.550003,2269300
"431",2018-03-07,11,1206,8306,999,20,1656,12052,1301,0,0,0,0,3,10,15,67,0.339592307692308,26,1,0,1,0,0,0,0,0,10,2018,127.169998,2679300
"432",2018-03-08,10,829,5392,382,35,2941,20344,4237,1,3,2,0,3,2,5,10,0.0526,10,7,0,1,0,0,0,0,0,10,2018,128.820007,3693600
"433",2018-03-09,7,3191,15568,873,20,6045,32356,2017,0,0,0,0,2,0,5,9,0.462214285714286,7,8,0,0,0,0,0,0,0,10,2018,128.490005,2647500
"434",2018-03-10,2,31,264,252,12,586,2124,365,0,0,0,0,21,26,64,578,0.27423963963964,111,0,0,0,0,0,0,0,0,10,2018,NA,NA
"435",2018-03-11,1,10,138,189,14,2390,2005,293,0,0,0,0,4,4,8,281,0.1,16,0,0,0,0,0,0,0,0,10,2018,NA,NA
"436",2018-03-12,5,147,1164,468,12,318,2752,553,0,0,0,0,59,59,137,3929,0.193240316205534,253,1,0,0,0,0,0,0,0,11,2018,128.119995,2341100
"437",2018-03-13,8,218,1863,516,25,1830,6868,914,0,0,0,0,70,75,119,1480,0.122507575757576,264,2,0,0,0,0,0,0,0,11,2018,126.57,2948600
"438",2018-03-14,5,1223,8090,1069,30,3055,18352,1358,0,0,0,0,71,78,163,2567,0.197329487179487,312,0,0,0,0,0,0,0,0,11,2018,127.970001,3579500
"439",2018-03-15,7,611,4029,317,25,1940,15492,1211,0,0,0,0,35,34,77,519,0.175906164383562,146,2,0,0,0,0,0,0,0,11,2018,129.119995,2690700
"440",2018-03-16,6,1442,6372,849,24,7618,44299,2836,0,0,0,0,50,47,80,4443,0.0922502824858757,177,11,0,0,0,0,0,0,0,11,2018,128.520004,4187200
"441",2018-03-17,1,437,3075,157,15,3323,19697,807,0,0,0,0,366,268,505,9585,0.0861581722319859,1138,2,0,0,0,0,0,0,0,11,2018,NA,NA
"442",2018-03-18,1,31,141,72,2,63,354,149,0,0,0,0,64,37,195,2634,0.283756989247312,279,0,0,0,0,0,0,0,0,11,2018,NA,NA
"443",2018-03-19,5,240,1495,316,13,840,4966,540,0,0,0,0,67,124,240,5460,0.267491346153846,416,1,0,0,0,0,0,0,0,12,2018,125.440002,3207700
"444",2018-03-20,6,697,4057,373,17,1251,9309,1113,1,2,10,1,157,221,539,4709,0.275899014238773,913,3,0,0,0,0,0,0,0,12,2018,126.849998,1960100
"445",2018-03-21,8,2589,14930,1931,32,4812,31759,2546,0,0,0,0,85,79,161,2464,0.155446273291925,322,1,0,0,1,0,0,0,0,12,2018,126,2050100
"446",2018-03-22,9,319,2567,339,31,3162,21538,1530,2,13,38,3,196,123,348,3960,0.1645035982009,667,2,0,0,0,0,0,0,0,12,2018,122.980003,2727000
"447",2018-03-23,8,1621,8784,1033,21,3612,23451,1499,1,7,51,2,135,194,436,8092,0.248902875816993,765,3,0,1,0,1,0,0,0,12,2018,121.440002,2645800
"448",2018-03-24,2,388,2741,169,15,1468,12685,706,0,0,0,0,201,217,514,6117,0.229740086206897,928,0,0,0,0,0,0,0,0,12,2018,NA,NA
"449",2018-03-25,3,207,2286,200,8,343,3292,304,0,0,0,0,133,186,437,2012,0.267760132450331,755,0,0,0,0,0,0,0,0,12,2018,NA,NA
"450",2018-03-26,6,233,979,285,26,1945,8656,763,0,0,0,0,51,66,193,934,0.302182580645161,310,2,0,0,0,0,0,0,0,13,2018,126.440002,2654800
"451",2018-03-27,3,118,1168,96,25,1590,10169,876,0,0,0,0,53,94,143,444,0.231601136363636,264,1,0,0,0,0,0,0,0,13,2018,119.980003,3142400
"452",2018-03-28,3,1432,9493,1033,9,1736,11963,1183,1,0,1,0,30,25,123,898,0.370442441860465,172,1,0,0,0,0,0,0,0,13,2018,119.330002,3304300
"453",2018-03-29,4,77,604,78,12,753,4081,274,0,0,0,0,16,34,71,230,0.273989256198347,121,0,0,0,0,0,0,0,0,13,2018,121.239998,2809700
"454",2018-03-30,6,595,4759,458,10,649,5248,522,0,0,0,0,34,37,73,264,0.22725625,144,1,0,0,0,0,0,0,0,13,2018,NA,NA
"455",2018-03-31,0,0,0,0,18,623,2566,280,0,0,0,0,9,12,26,59,0.263953191489362,47,0,0,0,0,0,0,0,0,13,2018,NA,NA
"456",2018-04-01,2,203,1754,177,7,787,5108,340,0,0,0,0,13,25,68,229,0.325443396226415,106,1,0,0,0,0,0,0,0,13,2018,NA,NA
"457",2018-04-02,3,50,357,79,12,685,5993,480,0,0,0,0,9,9,28,146,0.256297826086957,46,1,0,0,0,0,0,0,0,14,2018,118.720001,2610600
"458",2018-04-03,5,343,1942,345,17,9071,58848,2081,0,0,0,0,22,37,97,485,0.333803205128205,156,1,0,0,0,0,0,0,0,14,2018,119.510002,2378100
"459",2018-04-04,3,901,6255,615,9,1277,10108,1040,0,0,0,0,35,22,98,452,0.307993548387097,155,5,0,0,0,0,0,0,0,14,2018,120.110001,3623800
"460",2018-04-05,6,276,2164,298,20,1625,12304,1519,0,0,0,0,33,15,97,672,0.312058620689655,145,1,0,0,0,0,0,0,0,14,2018,121.230003,2915200
"461",2018-04-06,9,407,3563,319,29,1873,14917,847,0,0,0,0,21,21,68,232,0.249308181818182,110,1,0,0,0,0,0,0,0,14,2018,118.360001,2472900
"462",2018-04-07,1,57,174,21,17,1191,5582,233,0,0,0,0,7,8,11,56,0.105696153846154,26,0,0,0,0,0,0,0,0,14,2018,NA,NA
"463",2018-04-08,1,26,92,22,15,284,2691,190,0,0,0,0,4,2,12,18,0.153846153846154,13,0,0,0,0,0,0,0,0,14,2018,NA,NA
"464",2018-04-09,5,139,2000,225,16,1589,12991,964,0,0,0,0,8,4,29,167,0.357678048780488,41,0,0,0,0,0,0,0,0,15,2018,118.860001,2572100
